Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8321	8145	8138	10113	0	0	117	3817	661	3592	5769	2094	0	24.79	Var_Accel1	4.742	4
2	8300	8234	8185	10113	0	0	229	3292	809	0	3627	1317	0	24.79	Var_Accel2	11.896	15.000
3	8314	8206	8137	10112	0	0	371	2783	1073	0	2248	815	0	24.79	Var_Accel3	53.408	15.000
4	8324	8221	8133	10112	0	0	533	2421	1531	0	1405	483	0	24.79	Mean_of_PG1	350.329	0.000
5	8322	8271	8138	10115	0	0	706	2196	2114	0	878	259	0	24.79	Mean_of_PG2	5592.886	34.375
6	8314	8262	8112	10111	0	0	886	2097	2664	0	542	109	0	24.79	Var_of_PG1	12959.889	35.625
7	8307	8245	8146	10114	0	1	1067	2050	3079	0	329	19	0	24.79	Var_of_PG2	958098.5	25.000
8	8284	8237	8122	10113	0	1	1247	1992	3472	0	200	0	0	24.79	Slope_of_Angle	524195.406	
9	8285	8216	8135	10112	0	3	1427	1911	3982	0	119	0	0	24.79	Sum_Diff_Press	34080636.0	
10	8305	8220	8146	10113	6	5	1613	1820	4528	0	83	0	0	24.79	Temp_Diff_Var	2368.0	
11	8313	8198	8143	10114	20	12	1802	1710	4992	0	88	0	0	24.79	F11	-15077592.0	
12	8320	8196	8150	10114	48	27	2004	1593	5354	3138	178	128	0	24.79	F12	1097.743	
13	8309	8187	8147	10113	89	55	2197	1471	5691	6514	339	426	0	24.79	F13	7381.5	
14	8305	8190	8149	10115	149	99	2392	1356	6043	7902	491	727	0	24.79	F14	23.0	
15	8302	8204	8145	10115	244	162	2618	1275	6402	9470	613	1002	0	24.79	F15	24.0	
16	8298	8216	8132	10114	397	252	2911	1229	6766	11454	1631	1384	0	24.79	F16	25.0	
17	8311	8225	8138	10115	609	401	3238	1233	6992	15933	1348	3475	0	24.79	F17	26.0	
18	8310	8240	8142	10111	866	618	3609	1389	7022	16215	969	2772	0	24.79	F18	27.0	
19	8296	8220	8160	10113	1158	882	4001	1592	6602	16381	412	1978	0	24.79			
20	8391	8221	8137	10113	1474	1183	4409	1754	5522	16370	643	1557	0	24.79			
21	8046	8281	7879	10100	1813	1514	4829	2767	4105	16350	1404	1297	0	24.79			
22	7752	8339	8108	10090	2166	1865	5260	3465	3930	16336	795	1136	0	24.79			
23	8341	8237	8400	10075	2527	2233	5703	3590	4058	16320	745	1016	0	24.79			
24	8340	8236	8225	10063	2889	2601	6180	3519	3997	16313	816	941	0	24.79			
25	8304	8219	8251	10047	3248	2951	6693	3450	3764	16316	994	907	0	24.79			
26	8315	8335	8522	10034	3608	3299	7210	3282	3615	16306	1007	876	0	24.79			
27	8304	8250	8295	10017	3977	3689	7707	3115	3358	16300	1013	858	0	24.79			
28	8401	8183	8427	10003	4345	4145	8190	2903	3101	16294	1013	844	0	24.79			
29	8239	8201	8376	9996	4706	4566	8654	2747	2895	16288	1007	834	0	24.79			
30	8301	8146	8365	9988	5061	4938	9110	2675	2816	16287	1000	826	0	24.79			
31	8302	8216	8395	9974	5411	5297	9566	2680	2817	16272	939	813	0	24.79			
32	8310	8210	8307	9958	5751	5648	10000	2726	2896	16263	975	803	0	24.79			
33	8344	8186	8367	9962	6086	5992	10434	2755	2962	16262	1271	813	0	24.79			
34	8282	8227	8265	9948	6413	6326	10858	2753	3002	16262	1285	820	0	24.79			
35	8295	8208	8238	9948	6732	6654	11251	2740	3041	16262	1224	823	0	24.79			
36	8331	8240	8186	9934	7042	6970	11622	2760	3075	16258	1107	818	0	24.79			
37	8285	8271	8064	9920	7344	7278	11963	2817	3124	16254	1092	814	0	24.79			
38	8321	8237	8016	9918	7634	7577	12303	2895	3184	16253	1125	813	0	24.79			
39	8287	8222	7954	9903	7917	7865	12648	2947	3239	16251	1124	811	0	24.79			
40	8317	8184	7911	9889	8189	8144	12995	2976	3274	16246	1049	807	0	24.79			
41	8332	8193	7897	9879	8451	8422	13326	3006	3283	16238	852	796	0	24.79			
42	8313	8187	7832	9876	8703	8672	13645	3057	3330	16170	932	791	0	24.79			
43	8311	8191	7848	9863	8945	8921	13946	3138	3413	16074	1187	793	0	24.79			
44	8296	8224	7864	9849	9178	9161	14233	3227	3496	15991	1206	795	0	24.79			
45	8309	8199	7908	9835	9399	9388	14502	3304	3571	15891	1096	788	0	24.79			
46	8330	8227	7978	9829	9615	9606	14761	3375	3628	15770	1061	781	0	24.79			
47	8298	8232	8002	9823	9817	9814	14998	3427	3674	15662	1016	772	0	24.79			
48	8304	8212	8073	9807	10012	10020	15218	3462	3722	15551	991	762	0	24.79			
49	8300	8218	8109	9797	10199	10203	15430	3483	3737	15480	867	747	0	24.79			
50	8314	8182	8156	9793	10374	10383	15615	3485	3758	15456	826	738	0	24.79			
51	8319	8213	8189	9787	10548	10562	15776	3468	3754	15439	752	729	0	24.79			
52	8304	8201	8235	9771	10695	10722	15920	3455	3736	15442	547	717	0	24.79			
53	8296	8210	8284	9754	10846	10866	16034	3435	3711	15332	417	701	0	24.79			
54	8303	8221	8330	9754	10983	11008	16128	3431	3705	15130	609	694	0	24.79			
55	8301	8215	8361	9741	11113	11140	16204	3434	3711	14871	718	688	0	24.79			
56	8327	8255	8370	9726	11233	11256	16264	3430	3711	14506	780	678	0	24.79			
57	8316	8283	8371	9714	11343	11367	16312	3416	3697	14141	812	669	0	24.79			
58	8320	8250	8374	9713	11448	11471	16340	3407	3676	13714	822	654	0	24.79			
59	8304	8261	8356	9698	11538	11565	16362	3394	3664	13361	812	635	0	24.79			
60	8304	8205	8337	9685	11623	11648	16379	3380	3651	13000	794	616	0	24.79			
61	8316	8194	8287	9673	11697	11726	16383	3358	3624	12672	776	596	0	24.79			
62	8316	8190	8233	9670	11765	11798	16383	3339	3604	12422	764	580	0	24.79			
63	8306	8177	8183	9658	11832	11864	16383	3326	3590	12160	752	560	0	24.79			
64	8296	8185	8144	9645	11883	11924	16383	3318	3577	11954	759	544	0	24.79			
65	8275	8192	8093	9633	11933	11977	16383	3312	3576	11765	759	532	0	24.79			
66	8281	8207	8055	9625	11984	12027	16383	3310	3570	11579	760	521	0	24.79			
67	8292	8243	8014	9617	12029	12076	16383	3306	3569	11347	742	508	0	24.79			
68	8310	8232	7995	9606	12069	12114	16383	3305	3572	11005	728	492	0	24.79			
69	8311	8247	7979	9591	12107	12149	16383	3306	3575	10649	709	476	0	24.79			
70	8303	8223	7981	9578	12140	12182	16383	3307	3580	10261	690	458	0	24.79			
71	8306	8216	7983	9574	12173	12207	16383	3305	3572	9903	667	440	0	24.79			
72	8305	8210	7994	9562	12202	12229	16383	3293	3569	9500	642	421	0	24.79			
73	8303	8207	8003	9547	12229	12248	16383	3284	3558	9057	613	397	0	24.79			
74	8299	8206	8036	9540	12258	12258	16383	3276	3548	8668	582	375	0	24.79			
75	8295	8215	8059	9535	12274	12270	16383	3276	3540	8144	554	350	0	24.79			
76	8305	8211	8103	9521	12294	12283	16383	3273	3543	7538	532	321	0	24.79			
77	8306	8231	8139	9508	12315	12294	16383	3275	3541	6958	500	291	0	24.79			
78	8306	8232	8176	9493	12325	12297	16383	3278	3546	6372	462	258	0	24.79			
79	8306	8241	8209	9492	12352	12307	16383	3274	3542	5826	423	227	0	24.79			
80	8305	8236	8237	9480	12351	12313	16383	3270	3534	5306	378	194	0	24.79			
81	8316	8237	8256	9465	12361	12318	16383	3258	3525	4883	334	163	0	24.79			
82	8318	8237	8266	9450	12371	12325	16383	3251	3518	4527	297	133	0	24.79			
83	8312	8236	8271	9448	12378	12329	16383	3248	3509	4294	265	110	0	24.79			
84	8302	8224	8283	9436	12384	12338	16383	3244	3504	4074	237	89	0	24.79			
85	8293	8219	8284	9424	12392	12344	16383	3239	3503	3824	228	69	0	24.79			
86	8292	8221	8282	9410	12396	12348	16383	3238	3501	3519	214	50	0	24.79			
87	8301	8224	8269	9399	12401	12348	16383	3238	3502	3155	189	30	0	24.79			
88	8303	8223	8252	9397	12404	12350	16383	3237	3494	2730	157	9	0	24.79			
89	8307	8221	8232	9380	12408	12353	16383	3236	3494	2211	125	0	0	24.79			
90	8300	8207	8220	9368	12412	12365	16383	3236	3496	1658	91	0	0	24.79			
91	8303	8205	8195	9353	12413	12354	16383	3234	3496	1109	42	0	0	24.79			
92	8309	8203	8168	9353	12415	12356	16383	3237	3495	554	6	0	0	24.79			
93	8313	8207	8140	9342	12414	12356	16383	3238	3496	50	0	0	0	24.79			
94	8311	8213	8110	9329	12415	12358	16383	3236	3498	0	0	0	0	24.79			
95	8300	8213	8083	9315	12417	12360	16383	3234	3497	0	0	0	0	24.79			
96	8291	8224	8058	9303	12418	12360	16383	3234	3496	0	0	0	0	24.79			
97	8291	8232	8039	9300	12418	12360	16383	3237	3500	0	0	0	0	24.79			
98	8291	8239	8031	9289	12417	12371	16383	3246	3508	0	0	0	0	24.79			
99	8299	8241	8031	9274	12418	12363	16383	3245	3512	0	0	0	0	24.79			
100	8299	8226	8039	9265	12418	12362	16377	3252	3509	0	0	0	0	24.79			
101	8307	8221	8054	9254	12418	12362	16366	3250	3516	0	0	0	0	24.79			
102	8301	8216	8067	9246	12419	12362	16359	3255	3513	0	0	0	0	24.79			
