Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8290	8206	8097	2650	0	0	115	538	4114	1120	4885	1392	0	27.06	Var_Accel1	4.025	4
2	8295	8319	8105	2650	0	0	223	888	3414	0	2936	869	0	27.06	Var_Accel2	7.697	0.000
3	8349	8206	8132	2649	0	1	363	1565	2853	0	1790	528	0	27.06	Var_Accel3	10.479	20.000
4	8302	8253	8162	2650	0	1	522	2404	2522	0	1115	293	0	27.06	Mean_of_PG1	6212.962	0.000
5	8282	8204	8200	2648	0	3	690	3006	2363	0	730	135	0	27.06	Mean_of_PG2	355.846	38.889
6	8275	8197	8197	2648	7	7	866	3278	2289	0	515	38	0	27.06	Var_of_PG1	13965.448	41.111
7	8272	8204	8161	2649	23	15	1050	3673	2234	0	417	12	0	27.06	Var_of_PG2	529942.25	25.000
8	8292	8205	8151	2649	53	32	1240	4384	2172	0	374	61	0	27.06	Slope_of_Angle	1127082.375	
9	8299	8253	8148	2652	98	63	1430	5123	2075	5515	488	290	0	27.06	Sum_Diff_Press	4565551.0	
10	8319	8236	8144	2651	162	111	1629	5652	1969	6731	648	574	0	27.06	Temp_Diff_Var	-2190.0	
11	8317	8242	8149	2649	260	178	1851	6009	1833	8086	796	836	0	27.06	F11	16845068.0	
12	8304	8204	8154	2649	423	269	2116	6365	1697	9717	1832	1130	0	27.06	F12	1458.767	
13	8281	8203	8171	2651	645	431	2447	6802	1524	16383	1593	3134	0	27.06	F13	8159.5	
14	8285	8185	8176	2649	908	657	2810	7236	1383	15642	1485	3189	0	27.06	F14	23.0	
15	8287	8186	8170	2650	1206	931	3209	7638	1286	16383	1432	2196	0	27.06	F15	24.0	
16	8295	8190	8169	2650	1529	1242	3630	7963	1242	16378	1393	1700	0	27.06	F16	25.0	
17	8305	8211	8176	2652	1872	1582	4066	8241	1277	16363	1321	1382	0	27.06	F17	26.0	
18	8300	8222	8176	2652	2229	1944	4507	8219	1491	16348	1982	1200	0	27.06	F18	27.0	
19	8312	8218	8176	2662	2592	2317	4958	7493	1748	16344	1952	1097	0	27.06			
20	8470	8219	8085	2664	2951	2681	5422	5574	2093	16340	1680	1022	0	27.06			
21	8261	8207	7864	2676	3311	3028	5927	3917	3452	16343	1477	973	0	27.06			
22	8067	8208	7913	2689	3677	3391	6463	4363	3948	16347	1354	936	0	27.06			
23	8342	8183	8072	2706	4049	3806	6987	4521	4101	16348	1006	899	0	27.06			
24	8339	8154	7983	2720	4422	4287	7492	4243	4065	16355	697	866	0	27.06			
25	8237	8208	8038	2730	4787	4699	7979	4076	3909	16358	650	843	0	27.06			
26	8310	8311	8177	2731	5145	5075	8455	3871	3689	16359	839	829	0	27.06			
27	8141	8291	7993	2747	5498	5441	8921	3613	3321	16358	903	818	0	27.06			
28	8772	8279	8286	2759	5842	5795	9387	3306	3148	16353	963	815	0	27.06			
