Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8299	8183	8203	6895	0	0	114	3767	769	3417	5792	1815	0	27.05	Var_Accel1	3.701	4
2	8288	8260	8222	6898	0	0	224	3210	964	0	3579	1146	0	27.05	Var_Accel2	7.963	6.111
3	8324	8175	8173	6897	0	1	363	2699	1267	0	2223	706	0	27.05	Var_Accel3	12.106	15.000
4	8287	8266	8156	6896	0	1	523	2357	1771	0	1393	415	0	27.05	Mean_of_PG1	332.45	3.056
5	8279	8201	8152	6895	0	3	693	2154	2357	0	878	217	0	27.05	Mean_of_PG2	5714.287	36.597
6	8292	8224	8183	6897	6	6	870	2057	2863	0	577	91	0	27.05	Var_of_PG1	12201.404	39.236
7	8288	8247	8178	6894	21	14	1052	2010	3272	0	421	35	0	27.05	Var_of_PG2	932515.688	25.000
8	8291	8231	8159	6894	48	30	1243	1955	3726	0	337	81	0	27.05	Slope_of_Angle	512023.281	
9	8325	8212	8168	6896	90	59	1433	1884	4301	5521	406	308	0	27.05	Sum_Diff_Press	25741342.0	
10	8307	8201	8168	6895	150	104	1632	1796	4865	6738	521	593	0	27.05	Temp_Diff_Var	2417.0	
11	8275	8203	8147	6895	243	168	1853	1689	5325	8168	621	856	0	27.05	F11	-15478164.0	
12	8293	8193	8138	6895	398	256	2116	1569	5715	9839	1627	1152	0	27.05	F12	1262.887	
13	8288	8202	8109	6896	612	409	2443	1439	6050	16383	1357	3125	0	27.05	F13	7544.5	
14	8303	8186	8113	6896	870	627	2804	1319	6383	15413	1213	3241	0	27.05	F14	23.0	
15	8300	8220	8115	6896	1163	895	3202	1225	6737	16380	1121	2250	0	27.05	F15	24.0	
16	8290	8208	8125	6894	1484	1200	3623	1158	7088	16381	1064	1731	0	27.05	F16	25.0	
17	8290	8210	8127	6895	1826	1535	4055	1111	7417	16371	1021	1421	0	27.05	F17	26.0	
18	8312	8209	8141	6896	2182	1892	4498	1099	7695	16357	988	1219	0	27.05	F18	27.0	
19	8297	8209	8139	6896	2548	2264	4948	1103	7863	16339	955	1087	0	27.05			
20	8287	8217	8152	6898	2912	2632	5414	1194	7775	16320	348	985	0	27.05			
21	8302	8242	8153	6896	3274	2983	5916	1389	7271	16307	396	924	0	27.05			
22	8351	8263	8127	6896	3641	3338	6454	1589	5867	16292	607	879	0	27.05			
23	8524	8145	8233	6895	4016	3739	6985	2429	3593	16284	750	854	0	27.05			
24	8473	8112	7581	6882	4389	4211	7486	2732	4339	16289	1010	845	0	27.05			
25	8124	8226	7940	6868	4757	4628	7973	3465	3754	16297	1460	845	0	27.05			
26	8269	8270	8786	6855	5115	5006	8451	3495	3617	16314	684	836	0	27.05			
27	8231	8237	8332	6840	5471	5370	8925	3223	3539	16317	819	822	0	27.05			
28	8422	8200	7906	6826	5820	5727	9382	3077	3369	16329	900	817	0	27.05			
29	8464	8186	8115	6814	6158	6073	9835	2944	3135	16332	937	816	0	27.05			
30	8250	8311	8097	6801	6489	6414	10277	2765	2869	16335	956	813	0	27.05			
31	8247	8278	8062	6787	6812	6745	10711	2560	2629	16332	964	809	0	27.05			
32	8265	8174	7943	6773	7126	7065	11123	2432	2472	16328	965	807	0	27.05			
33	8233	8212	7996	6769	7433	7377	11511	2392	2452	16320	918	799	0	27.05			
34	8292	8156	8161	6759	7725	7679	11869	2445	2555	16279	977	789	0	27.05			
35	8357	8155	8235	6745	8011	7972	12210	2534	2665	16208	1449	804	0	27.05			
36	8255	8213	8078	6746	8287	8259	12561	2564	2767	15970	1510	813	0	27.05			
37	8323	8221	8177	6731	8555	8529	12912	2606	2868	15810	1286	807	0	27.05			
38	8313	8267	8141	6731	8809	8791	13255	2669	2970	15553	1143	795	0	27.05			
39	8298	8208	8183	6720	9056	9043	13580	2749	3057	15183	1045	774	0	27.05			
40	8308	8283	8243	6704	9292	9285	13902	2834	3120	15148	999	757	0	27.05			
41	8311	8231	8206	6695	9515	9515	14187	2908	3168	15176	884	744	0	27.05			
42	8296	8242	8198	6692	9733	9733	14464	2937	3230	15420	955	743	0	27.05			
43	8331	8194	8222	6677	9939	9945	14723	2972	3238	15836	730	744	0	27.05			
44	8292	8192	8171	6665	10135	10145	14971	3024	3269	16241	764	753	0	27.05			
45	8276	8187	8196	6650	10323	10337	15198	3106	3357	16301	1031	772	0	27.05			
46	8299	8191	8190	6638	10500	10516	15417	3223	3454	16316	1154	788	0	27.05			
47	8298	8219	8168	6623	10669	10686	15605	3324	3565	16316	1080	794	0	27.05			
48	8327	8210	8195	6615	10827	10848	15771	3404	3649	16316	1036	795	0	27.05			
49	8297	8250	8173	6605	10974	10995	15922	3475	3694	16266	969	791	0	27.05			
50	8300	8229	8187	6598	11115	11140	16036	3529	3746	16053	999	782	0	27.05			
51	8287	8217	8159	6583	11242	11266	16133	3568	3789	15679	965	768	0	27.05			
52	8295	8196	8148	6569	11362	11387	16210	3592	3818	15045	870	742	0	27.05			
53	8269	8214	8104	6558	11472	11497	16269	3595	3848	14126	796	705	0	27.05			
54	8294	8183	8158	6553	11574	11599	16316	3586	3844	13297	589	660	0	27.05			
