Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8293	8176	8217	6959	0	0	114	4414	879	3327	5863	1862	0	27.04	Var_Accel1	4.666	4
2	8288	8267	8238	6960	0	0	223	3822	1080	0	3642	1176	0	27.04	Var_Accel2	9.623	15.000
3	8334	8164	8175	6962	0	1	364	3220	1433	0	2282	732	0	27.04	Var_Accel3	46.601	15.000
4	8288	8274	8154	6960	0	1	522	2775	2023	0	1443	432	0	27.04	Mean_of_PG1	338.548	0.000
5	8265	8205	8142	6960	0	3	690	2491	2696	0	922	233	0	27.04	Mean_of_PG2	6524.977	34.375
6	8284	8223	8173	6959	4	6	868	2354	3300	0	613	104	0	27.04	Var_of_PG1	12490.878	35.625
7	8278	8255	8175	6959	18	13	1053	2293	3763	0	452	45	0	27.04	Var_of_PG2	1096444.75	25.000
8	8288	8229	8166	6962	46	28	1238	2231	4274	0	363	83	0	27.04	Slope_of_Angle	596181.938	
9	8323	8213	8187	6959	89	57	1429	2145	4909	5530	426	309	0	27.04	Sum_Diff_Press	23487362.0	
10	8318	8194	8192	6961	150	102	1628	2043	5538	6724	539	588	0	27.04	Temp_Diff_Var	2225.0	
11	8283	8205	8173	6962	244	165	1847	1921	6054	8098	636	845	0	27.04	F11	-17792166.0	
12	8294	8189	8159	6962	400	252	2108	1783	6523	9750	1642	1139	0	27.04	F12	1747.747	
13	8284	8200	8112	6961	616	403	2433	1636	6920	16383	1368	3109	0	27.04	F13	8522.0	
14	8298	8181	8112	6964	874	618	2790	1499	7313	15451	1224	3242	0	27.04	F14	23.0	
15	8302	8218	8134	6962	1169	884	3189	1385	7705	16380	1129	2266	0	27.04	F15	24.0	
16	8291	8206	8130	6960	1489	1187	3607	1304	8074	16380	1071	1740	0	27.04	F16	25.0	
17	8293	8206	8125	6962	1831	1521	4040	1254	8416	16371	1030	1428	0	27.04	F17	26.0	
18	8311	8217	8130	6964	2188	1877	4482	1244	8691	16359	997	1226	0	27.04	F18	27.0	
19	8293	8199	8122	6964	2553	2248	4931	1279	8786	16349	887	1094	0	27.04			
20	8297	8237	8139	6965	2918	2616	5393	1525	8395	16345	215	995	0	27.04			
21	8352	8297	8106	6962	3280	2967	5893	1824	6823	16342	516	928	0	27.04			
22	8601	8159	8048	6963	3645	3320	6427	2817	4067	16339	710	889	0	27.04			
23	8346	8099	7874	6950	4018	3721	6954	3197	4772	16347	815	864	0	27.04			
24	7968	8285	8170	6932	4393	4184	7463	4015	4312	16352	1580	859	0	27.04			
25	8203	8252	8732	6920	4759	4608	7948	4038	4121	16355	756	849	0	27.04			
26	8352	8222	8147	6897	5118	4984	8427	3819	4063	16357	858	833	0	27.04			
27	8489	8159	7895	6882	5476	5349	8895	3601	3930	16359	934	822	0	27.04			
28	8497	8264	8361	6867	5819	5704	9354	3457	3628	16357	967	816	0	27.04			
29	8353	8256	8201	6854	6159	6052	9809	3229	3366	16354	985	811	0	27.04			
30	8232	8289	8049	6840	6491	6391	10250	3019	3082	16316	993	805	0	27.04			
31	8242	8196	7960	6827	6813	6725	10682	2881	2934	16313	993	803	0	27.04			
32	8201	8206	7974	6814	7126	7042	11097	2857	2928	16208	937	790	0	27.04			
33	8271	8143	8133	6801	7430	7352	11494	2938	3054	16067	1123	783	0	27.04			
34	8368	8137	8267	6800	7724	7658	11842	3009	3166	16083	1582	801	0	27.04			
35	8262	8239	8152	6788	8012	7949	12185	3028	3242	16106	1454	812	0	27.04			
36	8321	8227	8153	6780	8284	8232	12535	3047	3350	16274	1281	819	0	27.04			
37	8326	8261	8132	6774	8550	8504	12884	3114	3447	16305	1166	819	0	27.04			
38	8299	8210	8177	6760	8807	8765	13227	3194	3527	16316	1078	817	0	27.04			
39	8301	8285	8214	6745	9052	9017	13551	3266	3577	16320	949	811	0	27.04			
40	8299	8250	8179	6732	9288	9257	13867	3339	3618	16327	877	804	0	27.04			
41	8275	8250	8149	6728	9513	9486	14165	3403	3700	16336	1112	808	0	27.04			
42	8330	8197	8189	6719	9727	9706	14438	3453	3762	16341	1079	810	0	27.04			
43	8297	8193	8157	6707	9934	9917	14701	3516	3800	16345	954	804	0	27.04			
44	8275	8177	8175	6693	10130	10118	14948	3608	3871	16342	1095	802	0	27.04			
45	8286	8211	8157	6678	10317	10313	15178	3708	3957	16323	1072	800	0	27.04			
46	8314	8207	8157	6664	10494	10488	15390	3807	4057	16234	1042	794	0	27.04			
47	8330	8208	8182	6652	10670	10661	15585	3884	4145	15888	1019	783	0	27.04			
48	8309	8243	8162	6638	10822	10821	15757	3960	4203	15423	998	763	0	27.04			
49	8295	8226	8166	6625	10970	10971	15904	4006	4257	14634	963	733	0	27.04			
50	8277	8210	8156	6611	11106	11112	16028	4051	4290	13935	846	697	0	27.04			
51	8295	8181	8160	6600	11236	11241	16121	4072	4324	13252	815	659	0	27.04			
52	8273	8215	8128	6593	11355	11362	16200	4085	4355	12638	780	623	0	27.04			
53	8287	8189	8163	6585	11464	11473	16261	4071	4372	12189	618	586	0	27.04			
54	8274	8206	8141	6569	11565	11575	16310	4059	4343	11959	353	550	0	27.04			
55	8309	8193	8171	6557	11651	11662	16339	4021	4316	12022	347	528	0	27.04			
56	8302	8201	8160	6543	11732	11745	16361	4014	4290	12101	538	520	0	27.04			
57	8303	8218	8164	6531	11803	11824	16377	4023	4305	12635	629	527	0	27.04			
58	8295	8248	8157	6516	11873	11895	16383	4034	4318	13166	698	544	0	27.04			
