Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8295	8203	8111	3749	0	0	114	354	3186	3614	4935	1548	0	27.3	Var_Accel1	2.271	4
2	8302	8299	8121	3750	0	0	223	527	2633	0	2989	990	0	27.3	Var_Accel2	3.977	10.000
3	8339	8203	8141	3748	0	0	362	1014	2196	0	1809	602	0	27.3	Var_Accel3	35.939	21.806
4	8291	8246	8153	3751	0	1	519	1730	1949	0	1112	341	0	27.3	Mean_of_PG1	4969.28	10.208
5	8278	8206	8184	3749	2	4	687	2283	1838	0	713	166	0	27.3	Mean_of_PG2	351.607	5.000
6	8277	8200	8186	3749	12	9	864	2536	1786	0	499	59	0	27.3	Var_of_PG1	13862.013	52.986
7	8284	8205	8155	3750	34	21	1047	2803	1754	0	376	35	0	27.3	Var_of_PG2	407214.344	25.000
8	8295	8211	8147	3751	70	44	1235	3327	1712	0	318	119	0	27.3	Slope_of_Angle	889208.188	
9	8291	8250	8151	3751	122	83	1429	3966	1644	5789	442	360	0	27.3	Sum_Diff_Press	5950013.5	
10	8315	8235	8151	3750	198	140	1643	4441	1574	7047	602	638	0	27.3	Temp_Diff_Var	-2575.0	
11	8320	8231	8157	3751	322	216	1872	4720	1466	8486	854	926	0	27.3	F11	13280426.0	
12	8309	8202	8160	3751	512	335	2161	4934	1369	10304	1699	1252	0	27.3	F12	982.539	
13	8282	8207	8166	3750	753	530	2506	5239	1241	16314	1481	3385	0	27.3	F13	6648.5	
14	8283	8190	8170	3751	1032	780	2888	5623	1136	16200	1392	2931	0	27.3	F14	23.0	
15	8289	8193	8165	3751	1340	1071	3299	6012	1063	16381	1346	2086	0	27.3	F15	24.0	
16	8299	8193	8166	3751	1670	1395	3726	6346	1017	16367	1313	1641	0	27.3	F16	25.0	
17	8299	8213	8174	3751	2019	1744	4166	6631	1017	16355	1266	1355	0	27.3	F17	26.0	
18	8294	8225	8170	3751	2379	2111	4611	6835	1057	16345	1215	1165	0	27.3	F18	27.0	
19	8303	8224	8174	3752	2738	2482	5064	6799	1201	16341	1739	1062	0	27.3			
20	8300	8220	8166	3750	3096	2836	5541	6399	1354	16341	1943	1006	0	27.3			
21	8309	8215	8156	3753	3455	3183	6064	5327	1513	16336	1654	960	0	27.3			
22	8166	8254	8336	3764	3822	3563	6598	3740	1894	16330	1469	927	0	27.3			
23	8295	8145	8337	3778	4194	4010	7116	3406	2748	16319	1298	897	0	27.3			
24	8314	8191	8103	3789	4562	4466	7614	3429	3190	16310	1186	873	0	27.3			
25	8356	8179	8228	3798	4922	4854	8096	3447	3229	16293	1110	853	0	27.3			
26	8372	8185	8275	3818	5275	5221	8569	3365	3115	16274	311	818	0	27.3			
27	8277	8241	8127	3820	5623	5581	9038	3169	3042	16018	572	795	0	27.3			
28	8310	8293	8132	3823	5964	5931	9492	2981	2871	15745	783	783	0	27.3			
29	8457	8113	8193	3829	6293	6272	9944	2970	2560	15765	850	773	0	27.3			
30	8034	8194	8117	3843	6616	6607	10383	2195	2543	16251	965	777	0	27.3			
31	8088	8129	7866	3852	6930	6931	10809	2397	2216	16259	820	788	0	27.3			
32	8229	8203	7922	3863	7239	7247	11216	2123	2180	16272	895	798	0	27.3			
33	8209	8195	7826	3867	7529	7551	11598	2323	2159	16280	901	800	0	27.3			
34	8210	8256	7895	3877	7814	7849	11945	2373	2238	16293	863	797	0	27.3			
35	8350	8167	8144	3883	8089	8134	12289	2462	2296	16303	1051	805	0	27.3			
36	8295	8271	8180	3889	8357	8413	12647	2620	2337	16314	1065	809	0	27.3			
37	8383	8238	8305	3897	8612	8677	12986	2699	2427	16314	1321	818	0	27.3			
38	8325	8250	8329	3904	8857	8931	13324	2818	2517	16311	1440	827	0	27.3			
39	8281	8262	8256	3914	9096	9176	13646	2903	2598	16303	1362	830	0	27.3			
40	8279	8262	8262	3926	9322	9410	13949	2959	2640	16182	1170	821	0	27.3			
41	8296	8185	8361	3933	9539	9634	14240	2997	2639	15878	818	797	0	27.3			
42	8235	8233	8312	3944	9745	9848	14512	2991	2633	15344	681	765	0	27.3			
43	8301	8191	8362	3954	9949	10053	14768	3007	2651	14619	615	727	0	27.3			
44	8278	8203	8277	3966	10130	10248	15014	3078	2719	13836	854	694	0	27.3			
45	8297	8206	8294	3971	10311	10433	15234	3162	2828	13221	1222	674	0	27.3			
46	8295	8255	8304	3984	10481	10608	15446	3280	2924	13058	1151	658	0	27.3			
47	8281	8227	8279	3992	10641	10771	15632	3373	3006	12880	1000	641	0	27.3			
48	8287	8247	8230	4003	10793	10927	15801	3432	3081	13087	921	628	0	27.3			
49	8324	8209	8241	4012	10933	11072	15938	3476	3118	13386	829	623	0	27.3			
50	8279	8186	8189	4024	11070	11206	16053	3502	3147	13758	717	622	0	27.3			
51	8290	8189	8169	4035	11193	11332	16145	3526	3154	14371	565	629	0	27.3			
52	8301	8178	8125	4048	11305	11444	16218	3535	3139	14836	426	638	0	27.3			
53	8295	8160	8073	4053	11410	11547	16273	3522	3126	15131	418	648	0	27.3			
54	8312	8183	8050	4061	11507	11642	16317	3507	3095	15233	623	663	0	27.3			
55	8295	8209	8019	4077	11599	11727	16347	3475	3072	15298	730	677	0	27.3			
56	8301	8193	8034	4081	11670	11813	16365	3448	3063	15150	784	683	0	27.3			
57	8296	8225	8010	4091	11742	11880	16381	3438	3068	14883	830	683	0	27.3			
