Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8297	8192	8187	8326	0	0	115	3513	664	3112	5683	1977	0	27.31	Var_Accel1	2.732	4
2	8285	8251	8211	8323	0	0	223	2976	832	0	3629	1245	0	27.31	Var_Accel2	5.904	0.000
3	8308	8190	8179	8321	0	0	362	2503	1114	0	2248	773	0	27.31	Var_Accel3	11.413	21.250
4	8289	8258	8164	8323	0	1	521	2199	1573	0	1406	459	0	27.31	Mean_of_PG1	338.749	7.708
5	8288	8199	8160	8323	0	4	691	2031	2134	0	895	253	0	27.31	Mean_of_PG2	5319.049	18.264
6	8294	8224	8180	8324	10	9	866	1952	2610	0	605	125	0	27.31	Var_of_PG1	12437.921	52.778
7	8292	8238	8177	8323	32	21	1048	1910	2966	0	447	93	0	27.31	Var_of_PG2	894118.125	25.000
8	8292	8235	8157	8323	69	43	1236	1865	3389	1299	390	205	0	27.31	Slope_of_Angle	470625.938	
9	8311	8213	8156	8325	120	81	1429	1805	3946	6134	464	450	0	27.31	Sum_Diff_Press	24640974.0	
10	8293	8196	8154	8325	199	136	1644	1726	4504	7472	565	717	0	27.31	Temp_Diff_Var	2572.0	
11	8280	8205	8155	8324	326	211	1878	1618	4907	9034	788	1007	0	27.31	F11	-14323345.0	
12	8293	8198	8153	8325	516	332	2171	1497	5242	10904	1597	1349	0	27.31	F12	1084.099	
13	8293	8209	8127	8326	758	523	2519	1376	5537	16174	1336	3461	0	27.31	F13	7055.0	
14	8300	8186	8117	8324	1038	770	2904	1268	5870	16176	1204	2902	0	27.31	F14	23.0	
15	8298	8217	8134	8325	1347	1058	3316	1179	6223	16382	1118	2075	0	27.31	F15	24.0	
16	8291	8208	8153	8324	1678	1379	3745	1115	6562	16368	1058	1640	0	27.31	F16	25.0	
17	8296	8202	8157	8324	2027	1724	4186	1075	6892	16348	1016	1360	0	27.31	F17	26.0	
18	8311	8208	8151	8324	2387	2089	4631	1050	7180	16322	984	1179	0	27.31	F18	27.0	
19	8299	8209	8140	8325	2751	2460	5086	1036	7373	16295	955	1061	0	27.31			
20	8285	8220	8146	8325	3112	2816	5564	1029	7427	16273	840	982	0	27.31			
21	8289	8222	8150	8323	3471	3161	6088	1106	7289	16252	131	909	0	27.31			
22	8311	8227	8150	8323	3840	3534	6623	1287	6664	16253	509	874	0	27.31			
23	8350	8261	8128	8324	4211	3971	7138	1430	5342	16250	668	852	0	27.31			
24	8575	8152	8036	8323	4578	4422	7635	1994	3340	16253	779	839	0	27.31			
25	8417	8121	7711	8322	4939	4808	8116	2289	3874	16265	911	834	0	27.31			
26	8105	8293	7966	8309	5293	5176	8591	3102	3457	16276	1502	839	0	27.31			
27	8296	8234	8708	8296	5635	5531	9055	3167	3375	16287	634	828	0	27.31			
28	8241	8257	8402	8279	5977	5881	9513	2963	3243	16295	840	819	0	27.31			
29	8446	8132	8086	8269	6310	6221	9963	2809	3071	16302	900	815	0	27.31			
30	8429	8227	8132	8255	6634	6551	10399	2699	2869	16301	929	811	0	27.31			
31	8281	8243	8036	8243	6947	6874	10825	2549	2627	16298	940	807	0	27.31			
32	8271	8296	7979	8229	7254	7187	11230	2333	2397	16285	944	803	0	27.31			
33	8298	8171	7886	8215	7549	7492	11608	2176	2232	16184	941	797	0	27.31			
34	8235	8224	7933	8201	7836	7791	11953	2139	2192	15962	907	787	0	27.31			
35	8269	8154	8069	8201	8111	8071	12298	2182	2261	15659	843	763	0	27.31			
