Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8297	8184	8196	6644	0	0	115	3674	764	3453	5789	1779	0	27.1	Var_Accel1	3.683	4
2	8286	8262	8214	6641	0	0	226	3124	962	0	3587	1137	0	27.1	Var_Accel2	6.648	5.000
3	8321	8178	8177	6641	0	1	364	2618	1270	0	2234	704	0	27.1	Var_Accel3	15.185	20.000
4	8289	8261	8160	6643	0	1	522	2293	1776	0	1404	416	0	27.1	Mean_of_PG1	329.372	2.500
5	8283	8202	8156	6642	0	3	693	2098	2356	0	886	221	0	27.1	Mean_of_PG2	5624.951	33.264
6	8294	8222	8182	6641	7	7	874	2011	2840	0	584	96	0	27.1	Var_of_PG1	12308.43	39.236
7	8288	8248	8177	6641	23	14	1055	1967	3231	0	423	41	0	27.1	Var_of_PG2	894941.688	25.000
8	8292	8232	8157	6643	53	31	1242	1917	3685	0	335	94	0	27.1	Slope_of_Angle	498197.5	
9	8323	8211	8165	6642	97	62	1436	1848	4260	5482	396	323	0	27.1	Sum_Diff_Press	24987814.0	
10	8303	8200	8163	6643	159	109	1637	1761	4827	6723	509	600	0	27.1	Temp_Diff_Var	2408.0	
11	8273	8204	8144	6644	260	174	1861	1652	5270	8113	613	861	0	27.1	F11	-15230086.0	
12	8293	8193	8138	6645	422	266	2133	1530	5648	9767	1616	1162	0	27.1	F12	1194.698	
13	8293	8200	8115	6644	644	426	2466	1404	5973	16383	1341	3203	0	27.1	F13	7445.0	
14	8303	8186	8117	6644	906	649	2835	1291	6309	15714	1205	3175	0	27.1	F14	23.0	
15	8300	8218	8118	6643	1205	921	3238	1193	6661	16383	1121	2206	0	27.1	F15	24.0	
16	8287	8210	8126	6644	1530	1229	3662	1131	7010	16382	1067	1726	0	27.1	F16	25.0	
17	8290	8207	8130	6644	1874	1567	4100	1090	7341	16378	1028	1427	0	27.1	F17	26.0	
18	8311	8208	8145	6644	2233	1927	4541	1074	7612	16374	998	1230	0	27.1	F18	27.0	
19	8299	8208	8145	6640	2600	2300	4993	1081	7773	16373	967	1102	0	27.1			
20	8286	8218	8154	6639	2964	2667	5462	1163	7683	16370	372	1003	0	27.1			
21	8301	8238	8153	6639	3327	3017	5975	1342	7220	16370	402	939	0	27.1			
22	8351	8262	8131	6638	3695	3377	6514	1551	5846	16366	610	892	0	27.1			
23	8577	8142	8114	6638	4071	3784	7038	2263	3612	16360	748	863	0	27.1			
24	8386	8169	7492	6635	4447	4256	7543	2745	4361	16355	1489	857	0	27.1			
25	8326	8137	7708	6616	4815	4672	8032	3389	3729	16348	1449	852	0	27.1			
26	8401	8252	8532	6605	5173	5048	8509	3416	3604	16339	486	830	0	27.1			
27	8116	8239	8281	6583	5527	5415	8977	3130	3533	16007	693	801	0	27.1			
28	8331	8308	8015	6570	5875	5769	9438	3028	3331	15794	810	785	0	27.1			
29	8473	8135	7960	6557	6215	6116	9891	2900	3095	15712	868	772	0	27.1			
30	8213	8318	7950	6544	6545	6455	10334	2731	2833	15865	906	771	0	27.1			
31	8239	8279	8085	6530	6869	6788	10766	2522	2597	16048	928	775	0	27.1			
32	8258	8177	8012	6519	7183	7109	11178	2374	2436	16319	943	787	0	27.1			
33	8257	8203	8081	6516	7486	7419	11570	2311	2390	16324	923	794	0	27.1			
34	8346	8131	8247	6501	7780	7722	11912	2358	2452	16325	852	789	0	27.1			
35	8326	8181	8262	6495	8065	8013	12258	2454	2578	16338	1348	809	0	27.1			
36	8236	8204	8073	6489	8340	8298	12613	2484	2699	16347	1600	833	0	27.1			
37	8325	8225	8212	6474	8605	8576	12964	2539	2798	16351	1350	839	0	27.1			
38	8313	8261	8187	6475	8860	8834	13304	2603	2908	16352	1190	835	0	27.1			
