Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8295	8203	8101	3114	0	0	115	498	3576	1250	4865	1418	0	27.15	Var_Accel1	3.454	4
2	8297	8312	8110	3112	0	1	223	773	2955	0	2921	883	0	27.15	Var_Accel2	6.049	5.000
3	8347	8200	8138	3112	0	1	363	1366	2465	0	1777	535	0	27.15	Var_Accel3	62.569	20.000
4	8299	8252	8161	3113	0	1	520	2090	2190	0	1103	298	0	27.15	Mean_of_PG1	5524.461	0.000
5	8279	8201	8197	3112	0	4	690	2642	2061	0	711	139	0	27.15	Mean_of_PG2	350.337	35.000
6	8273	8198	8190	3111	9	8	869	2902	2002	0	502	44	0	27.15	Var_of_PG1	13827.765	40.000
7	8281	8208	8153	3112	27	17	1052	3236	1960	0	397	18	0	27.15	Var_of_PG2	459558.969	25.000
8	8292	8207	8149	3113	59	36	1241	3876	1907	0	353	85	0	27.15	Slope_of_Angle	986410.5	
9	8297	8252	8146	3112	107	70	1432	4548	1828	5755	475	326	0	27.15	Sum_Diff_Press	6475781.5	
10	8314	8232	8146	3112	173	121	1633	5045	1736	7014	637	613	0	27.15	Temp_Diff_Var	-2333.0	
11	8316	8237	8154	3113	282	191	1859	5352	1619	8431	786	882	0	27.15	F11	14880781.0	
12	8307	8202	8158	3112	457	290	2134	5634	1507	10113	1789	1183	0	27.15	F12	1175.63	
13	8281	8202	8166	3114	686	466	2471	6009	1356	16378	1548	3236	0	27.15	F13	7341.0	
14	8283	8187	8173	3112	956	700	2842	6428	1236	15835	1447	3092	0	27.15	F14	23.0	
15	8289	8189	8168	3112	1260	981	3246	6793	1152	16383	1392	2146	0	27.15	F15	24.0	
16	8296	8195	8166	3112	1585	1297	3671	7120	1113	16375	1350	1672	0	27.15	F16	25.0	
17	8305	8207	8177	3114	1931	1641	4108	7399	1131	16351	1285	1364	0	27.15	F17	26.0	
18	8298	8225	8173	3113	2289	2006	4551	7512	1265	16328	1561	1175	0	27.15	F18	27.0	
19	8301	8216	8173	3112	2652	2379	5002	7200	1462	16319	2052	1077	0	27.15			
20	8317	8218	8170	3116	3010	2738	5471	6046	1683	16313	1737	1009	0	27.15			
21	8141	8262	8401	3126	3369	3086	5983	4161	2132	16311	1536	962	0	27.15			
22	8297	8139	8411	3139	3736	3453	6520	3888	3121	16312	1352	927	0	27.15			
23	8327	8199	8071	3153	4111	3882	7042	3852	3629	16317	1229	901	0	27.15			
24	8381	8186	8215	3167	4483	4358	7546	3866	3655	16322	1175	880	0	27.15			
25	8400	8165	8287	3178	4845	4760	8032	3785	3514	16329	290	843	0	27.15			
