Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8283	8231	8184	5521	0	0	117	46	3527	3934	4891	1671	0	25.27	Var_Accel1	4.701	4
2	8314	8264	8136	5522	0	0	229	52	2943	0	2933	1058	0	25.27	Var_Accel2	7.207	0.000
3	8309	8225	8131	5521	0	0	369	65	2471	0	1743	640	0	25.27	Var_Accel3	13.27	20.000
4	8318	8211	8145	5522	0	0	530	86	2199	0	1024	365	0	25.27	Mean_of_PG1	5327.303	0.000
5	8300	8229	8160	5521	0	0	704	126	2093	0	588	180	0	25.27	Mean_of_PG2	347.246	38.889
6	8277	8220	8159	5522	0	1	885	266	2042	0	318	56	0	25.27	Var_of_PG1	13581.971	41.111
7	8285	8254	8147	5522	0	1	1067	562	1988	0	155	3	0	25.27	Var_of_PG2	457186.094	25.000
8	8285	8241	8162	5522	2	3	1247	1829	1897	0	76	0	0	25.27	Slope_of_Angle	1003794.625	
9	8319	8237	8182	5522	7	5	1427	3902	1810	0	87	0	0	25.27	Sum_Diff_Press	24883196.0	
10	8295	8230	8157	5522	21	11	1613	4741	1698	0	152	0	0	25.27	Temp_Diff_Var	-2391.0	
11	8380	8159	8106	5521	45	25	1815	4622	1586	110	207	12	0	25.27	F11	14322644.0	
12	8397	8119	8162	5520	86	52	2014	4515	1460	6032	384	281	0	25.27	F12	1079.668	
13	8302	8158	8162	5521	144	95	2207	4675	1345	7306	579	594	0	25.27	F13	7054.0	
14	8225	8205	8124	5522	232	157	2425	4951	1252	8732	721	869	0	25.27	F14	23.0	
15	8281	8166	8091	5526	377	240	2695	4809	1191	10507	1780	1200	0	25.27	F15	24.0	
16	8315	8156	8124	5524	583	382	3014	4946	1123	16349	1525	3248	0	25.27	F16	25.0	
17	8297	8228	8131	5524	836	594	3375	5613	1085	15880	1399	3017	0	25.27	F17	26.0	
18	8297	8236	8146	5522	1125	857	3766	6353	1075	16383	1322	2096	0	25.27	F18	27.0	
19	8284	8253	8159	5524	1440	1156	4174	6937	1105	16376	1255	1633	0	25.27			
20	8306	8263	8158	5522	1776	1488	4596	6924	1332	16363	2115	1369	0	25.27			
21	8291	8241	8169	5523	2127	1842	5026	6173	1569	16354	1825	1203	0	25.27			
22	8829	8236	8074	5520	2489	2212	5468	4638	1809	16346	1558	1088	0	25.27			
23	7834	8014	8792	5537	2848	2581	5934	3704	2795	16339	1071	1000	0	25.27			
24	8014	8001	7855	5552	3206	2931	6442	3795	3523	16337	1417	954	0	25.27			
25	8203	8268	8291	5562	3565	3282	6965	3747	3518	16334	1143	913	0	25.27			
26	8138	8167	8339	5579	3934	3675	7475	3623	3288	16333	426	873	0	25.27			
