Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8278	8247	8197	5519	0	0	117	55	4028	3804	4899	1670	0	25.25	Var_Accel1	6.446	3
2	8315	8267	8139	5521	0	0	229	59	3376	0	2936	1058	0	25.25	Var_Accel2	9.673	0.000
3	8309	8234	8139	5523	0	0	369	80	2835	0	1746	641	0	25.25	Var_Accel3	23.891	15.000
4	8317	8210	8147	5522	0	0	530	107	2523	0	1027	365	0	25.25	Mean_of_PG1	5977.561	0.000
5	8301	8227	8162	5521	0	0	705	181	2372	0	590	179	0	25.25	Mean_of_PG2	347.493	45.000
6	8282	8223	8158	5520	0	1	885	431	2296	0	322	54	0	25.25	Var_of_PG1	14915.745	40.000
7	8281	8254	8155	5520	0	2	1065	1471	2228	0	172	2	0	25.25	Var_of_PG2	525439.938	25.000
8	8299	8229	8184	5520	2	2	1243	3641	2140	0	124	0	0	25.25	Slope_of_Angle	1129373.875	
9	8295	8237	8182	5522	7	5	1424	4758	2038	0	138	0	0	25.25	Sum_Diff_Press	7616179.5	
10	8320	8215	8092	5521	20	10	1614	4927	1918	0	189	0	0	25.25	Temp_Diff_Var	-2227.0	
11	8392	8129	8156	5522	44	23	1816	4956	1789	173	240	10	0	25.25	F11	16192072.0	
12	8340	8159	8167	5524	84	50	2011	5219	1640	5892	415	276	0	25.25	F12	1430.27	
13	8259	8210	8124	5521	140	92	2207	5525	1513	7160	608	586	0	25.25	F13	7830.0	
14	8281	8175	8123	5522	226	152	2425	5391	1395	8584	745	859	0	25.25	F14	23.0	
15	8300	8164	8115	5520	370	235	2695	5561	1293	10383	1830	1190	0	25.25	F15	24.0	
16	8299	8198	8103	5524	571	372	3009	6064	1247	16309	1567	3228	0	25.25	F16	25.0	
17	8302	8221	8156	5524	823	580	3369	6910	1217	15867	1449	3035	0	25.25	F17	26.0	
18	8280	8251	8126	5523	1110	841	3758	7578	1233	16383	1356	2100	0	25.25	F18	27.0	
19	8288	8254	8184	5522	1423	1139	4167	7716	1455	16377	2022	1658	0	25.25			
20	8291	8246	8149	5522	1759	1469	4587	6954	1727	16366	1939	1388	0	25.25			
21	8572	8294	8282	5525	2112	1823	5018	5205	2002	16355	1669	1209	0	25.25			
22	7546	8167	8889	5535	2470	2192	5459	4227	3208	16345	1078	1076	0	25.25			
23	8098	7976	7544	5548	2834	2563	5924	4118	3878	16339	1336	1003	0	25.25			
24	8111	8256	8441	5564	3189	2914	6431	4336	3964	16335	1405	954	0	25.25			
25	8243	8133	8164	5578	3551	3263	6955	4132	3781	16332	437	898	0	25.25			
26	8454	8131	8185	5596	3919	3652	7464	3917	3643	16332	752	864	0	25.25			
27	8331	8096	8151	5615	4289	4113	7955	3685	3543	16327	873	842	0	25.25			
28	8270	8209	8248	5632	4654	4551	8429	3482	3377	16324	936	831	0	25.25			
29	8316	8249	8323	5646	5009	4932	8892	3278	3210	16320	972	825	0	25.25			
30	8243	8265	8300	5660	5360	5296	9348	3125	3097	16317	989	821	0	25.25			
31	8348	8169	8333	5669	5704	5652	9796	3071	3049	16316	968	813	0	25.25			
32	8321	8140	8311	5670	6040	6000	10235	3106	3060	16304	934	804	0	25.25			
33	8328	8190	8241	5684	6371	6339	10666	3155	3101	16296	932	801	0	25.25			
34	8340	8219	8238	5700	6689	6671	11084	3181	3106	16296	950	802	0	25.25			
35	8283	8243	8198	5703	6998	6994	11462	3230	3078	16297	973	801	0	25.25			
36	8319	8222	8167	5712	7301	7307	11820	3318	3093	16294	1022	801	0	25.25			
37	8270	8249	8120	5726	7594	7609	12158	3385	3158	16249	1272	810	0	25.25			
38	8305	8185	8057	5738	7876	7902	12506	3438	3205	16263	1307	816	0	25.25			
39	8284	8213	8085	5738	8155	8187	12860	3442	3268	16293	1326	821	0	25.25			
40	8322	8148	8093	5754	8412	8462	13190	3498	3330	16293	1308	823	0	25.25			
41	8295	8187	8104	5767	8665	8723	13519	3553	3408	16290	1404	827	0	25.25			
42	8303	8184	8077	5779	8908	8976	13832	3637	3483	16287	1248	825	0	25.25			
43	8306	8215	8065	5792	9142	9220	14128	3711	3560	16234	1161	819	0	25.25			
44	8342	8234	8069	5806	9370	9449	14409	3785	3634	16153	1111	810	0	25.25			
45	8336	8242	8091	5810	9580	9672	14669	3837	3702	16052	1069	801	0	25.25			
46	8323	8234	8103	5819	9785	9885	14918	3899	3766	15944	1047	793	0	25.25			
47	8293	8254	8065	5834	9984	10085	15150	3943	3822	15827	1019	785	0	25.25			
48	8300	8248	8081	5846	10164	10278	15361	3985	3867	15684	1009	775	0	25.25			
49	8273	8232	8088	5862	10339	10460	15554	4023	3897	15540	962	764	0	25.25			
50	8283	8205	8125	5870	10508	10632	15728	4042	3926	15416	912	753	0	25.25			
51	8288	8200	8127	5875	10665	10796	15878	4076	3945	15275	844	738	0	25.25			
52	8298	8197	8140	5887	10818	10947	16004	4095	3957	15149	766	723	0	25.25			
53	8296	8205	8148	5902	10954	11089	16105	4110	3947	15078	619	708	0	25.25			
54	8311	8223	8161	5915	11083	11222	16189	4082	3918	14961	464	690	0	25.25			
55	8320	8233	8179	5920	11204	11342	16254	4063	3898	14686	612	677	0	25.25			
56	8329	8220	8225	5927	11319	11453	16299	4028	3871	14460	735	669	0	25.25			
57	8305	8237	8207	5943	11416	11556	16334	3997	3854	14298	799	665	0	25.25			
58	8313	8226	8225	5956	11513	11648	16358	3979	3836	14128	827	657	0	25.25			
59	8299	8220	8224	5970	11596	11734	16376	3965	3824	13988	835	648	0	25.25			
60	8297	8209	8248	5982	11670	11818	16383	3949	3809	13899	848	643	0	25.25			
61	8290	8217	8239	5995	11741	11882	16383	3934	3804	13859	850	637	0	25.25			
62	8293	8229	8212	6009	11802	11950	16383	3930	3799	13783	853	634	0	25.25			
63	8297	8226	8204	6010	11859	12013	16383	3913	3787	13750	855	629	0	25.25			
64	8313	8217	8202	6025	11911	12067	16383	3899	3782	13704	856	628	0	25.25			
65	8321	8221	8191	6037	11959	12119	16383	3894	3758	13555	857	624	0	25.25			
66	8317	8225	8180	6048	12004	12166	16383	3872	3747	13353	847	617	0	25.25			
67	8294	8238	8148	6063	12044	12205	16383	3863	3733	13117	834	608	0	25.25			
68	8287	8243	8117	6072	12089	12244	16383	3845	3727	12828	815	596	0	25.25			
69	8291	8224	8102	6079	12117	12277	16383	3843	3706	12490	800	581	0	25.25			
70	8290	8190	8105	6093	12151	12303	16383	3839	3705	12226	789	566	0	25.25			
71	8307	8184	8115	6105	12175	12326	16383	3843	3702	11961	795	552	0	25.25			
72	8304	8210	8073	6117	12202	12346	16383	3843	3704	11669	789	537	0	25.25			
73	8292	8230	8063	6134	12224	12357	16383	3838	3708	11418	783	523	0	25.25			
74	8300	8233	8078	6140	12245	12367	16383	3842	3702	11171	768	507	0	25.25			
75	8307	8219	8091	6147	12265	12378	16383	3833	3697	10876	754	490	0	25.25			
76	8329	8206	8113	6159	12282	12385	16383	3820	3692	10566	732	473	0	25.25			
77	8317	8211	8128	6174	12295	12394	16383	3814	3686	10251	714	456	0	25.25			
78	8308	8227	8119	6185	12309	12400	16383	3806	3675	9963	694	440	0	25.25			
79	8293	8253	8120	6203	12321	12405	16383	3797	3671	9738	674	426	0	25.25			
80	8281	8238	8153	6205	12342	12413	16383	3803	3674	9483	664	410	0	25.25			
81	8296	8221	8177	6213	12352	12417	16383	3815	3696	9263	702	397	0	25.25			
82	8304	8215	8175	6228	12351	12421	16383	3819	3678	9114	619	384	0	25.25			
83	8295	8218	8154	6243	12356	12427	16383	3796	3676	8975	585	371	0	25.25			
84	8296	8220	8175	6255	12360	12430	16383	3803	3668	8890	581	362	0	25.25			
85	8312	8213	8201	6267	12367	12433	16383	3806	3667	8851	585	355	0	25.25			
86	8305	8223	8192	6281	12369	12435	16383	3793	3657	8781	567	349	0	25.25			
87	8303	8230	8200	6294	12376	12439	16383	3790	3655	8663	559	342	0	25.25			
88	8293	8222	8211	6297	12379	12440	16383	3787	3657	8441	548	334	0	25.25			
89	8297	8216	8219	6305	12382	12442	16383	3788	3658	8213	542	323	0	25.25			
90	8308	8203	8226	6320	12382	12442	16383	3789	3659	7960	553	312	0	25.25			
91	8307	8194	8225	6334	12386	12443	16383	3791	3655	7676	532	299	0	25.25			
92	8299	8210	8196	6348	12385	12444	16383	3794	3660	7373	519	286	0	25.25			
93	8310	8231	8176	6360	12386	12446	16383	3797	3670	7057	502	269	0	25.25			
94	8302	8239	8151	6376	12387	12446	16383	3800	3665	6798	483	253	0	25.25			
95	8313	8220	8158	6379	12388	12445	16383	3792	3661	6509	470	235	0	25.25			
