Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8298	8211	8098	9898	0	0	117	3792	127	3681	4893	2032	0	25.67	Var_Accel1	1.431	4
2	8270	8214	8090	9898	0	0	230	3273	106	0	3085	1268	0	25.67	Var_Accel2	4.469	5.000
3	8344	8229	8249	9896	0	0	372	2794	92	0	1949	776	0	25.67	Var_Accel3	29.348	31.250
4	8287	8245	8146	9897	0	0	533	2492	94	0	1346	457	0	25.67	Mean_of_PG1	324.515	5.208
5	8265	8262	8147	9900	0	0	705	2243	115	0	1018	250	0	25.67	Mean_of_PG2	5566.118	9.375
6	8324	8242	8187	9897	0	0	885	2085	167	0	739	110	0	25.67	Var_of_PG1	13374.272	49.167
7	8296	8262	8159	9900	0	1	1068	2029	297	0	822	31	0	25.67	Var_of_PG2	845082.25	25.000
8	8314	8235	8150	9901	4	3	1247	1983	702	0	518	1	0	25.67	Slope_of_Angle	458290.344	
9	8286	8210	8129	9899	14	7	1432	1901	2465	0	371	0	0	25.67	Sum_Diff_Press	29394266.0	
10	8322	8152	8229	9899	35	18	1625	1811	4585	0	277	5	0	25.67	Temp_Diff_Var	2470.0	
11	8268	8227	8123	9902	69	40	1829	1704	4808	4097	2	191	0	25.67	F11	-15074849.0	
12	8270	8254	8186	9902	119	75	2021	1580	4511	6766	0	467	0	25.67	F12	1150.32	
13	8333	8225	8190	9900	192	129	2234	1444	4696	8175	508	748	0	25.67	F13	7291.5	
14	8376	8153	8167	9901	314	202	2464	1355	4883	9768	1155	1070	0	25.67	F14	23.0	
15	8299	8215	8092	9906	500	317	2773	1261	4972	12711	1880	1764	0	25.67	F15	24.0	
16	8276	8194	8191	9900	735	501	3116	1196	5073	15657	1525	3503	0	25.67	F16	25.0	
17	8294	8238	8121	9898	1012	744	3498	1146	5408	16311	1316	2634	0	25.67	F17	26.0	
