Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8294	8207	8104	9899	0	0	116	3653	114	3535	4907	2039	0	25.87	Var_Accel1	1.464	4
2	8262	8214	8107	9900	0	0	229	3143	86	0	3036	1270	0	25.87	Var_Accel2	3.564	5.000
3	8346	8230	8252	9901	0	2	370	2774	67	0	1868	773	0	25.87	Var_Accel3	65.549	26.250
4	8286	8247	8098	9899	0	3	530	2433	60	0	1175	449	0	25.87	Mean_of_PG1	326.903	5.208
5	8270	8250	8151	9900	0	3	704	2161	67	0	795	238	0	25.87	Mean_of_PG2	5383.494	9.375
6	8328	8243	8226	9897	0	3	884	2089	76	0	475	95	0	25.87	Var_of_PG1	13350.328	54.167
7	8283	8263	8127	9899	1	5	1066	1973	106	0	381	16	0	25.87	Var_of_PG2	820212.063	25.000
8	8312	8235	8159	9898	6	7	1247	1948	162	0	455	0	0	25.87	Slope_of_Angle	441301.344	
9	8294	8245	8149	9900	19	13	1429	1855	281	0	791	0	0	25.87	Sum_Diff_Press	29186786.0	
10	8312	8208	8204	9897	44	26	1629	1776	484	0	562	48	0	25.87	Temp_Diff_Var	2538.0	
11	8287	8215	8129	9899	83	52	1829	1667	1250	5925	585	304	0	25.87	F11	-14542755.0	
12	8314	8147	8182	9901	139	94	2022	1567	3515	7102	642	605	0	25.87	F12	1169.688	
13	8278	8160	8171	9900	227	154	2239	1469	5184	8476	663	871	0	25.87	F13	7066.0	
14	8276	8218	8150	9900	370	237	2501	1379	4941	10179	837	1162	0	25.87	F14	23.0	
15	8258	8247	8147	9903	574	375	2821	1273	4493	16383	895	3117	0	25.87	F15	24.0	
16	8304	8171	8215	9897	823	581	3175	1201	4451	15493	853	3151	0	25.87	F16	25.0	
17	8312	8186	8147	9899	1111	840	3566	1143	4619	16382	1430	2185	0	25.87	F17	26.0	
18	8314	8212	8150	9896	1425	1137	3977	1101	4811	16376	1565	1715	0	25.87	F18	27.0	
19	8301	8196	8167	9897	1761	1463	4402	1072	5084	16375	1323	1427	0	25.87			
20	8309	8232	8142	9896	2113	1815	4836	1042	5473	16367	1185	1236	0	25.87			
21	8275	8204	8171	9898	2476	2181	5279	1044	5986	16360	1091	1107	0	25.87			
22	8278	8236	8191	9896	2840	2553	5744	1238	6126	16353	686	1011	0	25.87			
23	8380	8325	8057	9885	3201	2908	6247	1567	5272	16348	330	940	0	25.87			
24	7884	8355	8222	9884	3563	3255	6777	1779	3739	16338	584	890	0	25.87			
25	8333	8220	8287	9881	3933	3639	7299	3135	3227	16332	804	858	0	25.87			
26	8153	8113	8384	9855	4305	4094	7793	2936	3614	16332	1651	858	0	25.87			
27	8250	8321	8137	9842	4670	4527	8275	3380	3530	16327	512	838	0	25.87			
28	8343	8341	8113	9833	5027	4905	8744	3424	3676	16321	724	813	0	25.87			
29	8198	8213	8201	9817	5380	5268	9203	3237	3372	16234	908	816	0	25.87			
30	8325	8300	8205	9812	5725	5622	9659	3004	3195	16323	948	812	0	25.87			
31	8309	8239	8300	9800	6062	5970	10106	2913	2997	16321	967	809	0	25.87			
32	8625	8012	7984	9801	6394	6307	10540	2641	3014	16319	1051	808	0	25.87			
33	8597	8176	7858	9788	6716	6636	10960	2663	2703	16317	1093	809	0	25.87			
34	8389	8075	8084	9775	7027	6956	11360	2621	2683	16317	914	805	0	25.87			
35	8320	8058	8379	9760	7329	7270	11725	2650	2681	16316	936	801	0	25.87			
36	8236	8267	8327	9759	7624	7572	12071	2706	2811	16315	1368	814	0	25.87			
37	8323	8273	8358	9744	7909	7864	12415	2756	2895	16316	1519	829	0	25.87			
38	8296	8223	8297	9732	8184	8146	12768	2803	2973	16314	1314	831	0	25.87			
39	8315	8270	8240	9731	8450	8418	13113	2829	3045	16313	1178	828	0	25.87			
40	8326	8263	8189	9719	8703	8687	13444	2844	3082	16270	1054	819	0	25.87			
41	8329	8199	8166	9712	8950	8938	13762	2882	3082	16213	834	805	0	25.87			
42	8321	8253	8105	9702	9186	9172	14063	2922	3099	16194	678	789	0	25.87			
43	8300	8250	7984	9689	9412	9404	14348	2981	3155	16043	822	778	0	25.87			
44	8330	8211	7996	9675	9626	9623	14621	3033	3230	15847	1019	775	0	25.87			
45	8322	8244	7918	9668	9833	9834	14869	3109	3295	15788	1170	778	0	25.87			
46	8323	8193	7945	9660	10028	10038	15105	3179	3378	15727	1185	779	0	25.87			
47	8303	8242	7860	9646	10217	10226	15324	3251	3431	15656	1090	773	0	25.87			
48	8324	8211	7898	9632	10393	10404	15524	3319	3490	15570	1022	766	0	25.87			
49	8286	8207	7874	9620	10562	10577	15702	3370	3530	15401	1010	757	0	25.87			
50	8301	8175	7933	9620	10718	10739	15858	3414	3575	15230	953	745	0	25.87			
51	8288	8171	7966	9607	10868	10890	15988	3450	3623	15058	923	733	0	25.87			
52	8316	8167	8047	9593	11007	11033	16098	3474	3631	14875	811	717	0	25.87			
53	8279	8201	8044	9581	11137	11161	16188	3500	3661	14601	780	700	0	25.87			
54	8300	8207	8139	9578	11256	11287	16247	3508	3683	14273	760	682	0	25.87			
55	8297	8210	8161	9567	11368	11397	16295	3503	3684	13943	602	659	0	25.87			
56	8306	8204	8235	9554	11471	11499	16331	3487	3679	13562	497	632	0	25.87			
