Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8295	8240	8143	5584	0	0	117	28	3390	3761	4933	1671	0	25.83	Var_Accel1	3.861	4
2	8302	8213	8149	5586	0	0	228	29	2847	0	2960	1060	0	25.83	Var_Accel2	4.803	5.000
3	8322	8232	8163	5586	0	0	371	32	2446	0	1759	646	0	25.83	Var_Accel3	43.562	20.556
4	8307	8254	8115	5584	0	0	532	41	2180	0	1036	369	0	25.83	Mean_of_PG1	5139.06	0.000
5	8312	8225	8172	5584	0	0	702	52	2026	0	594	182	0	25.83	Mean_of_PG2	333.902	25.000
6	8294	8230	8138	5586	0	1	881	64	1949	0	320	58	0	25.83	Var_of_PG1	14771.571	49.444
7	8310	8235	8173	5585	2	2	1066	144	1879	0	152	4	0	25.83	Var_of_PG2	374684.594	25.000
8	8290	8225	8142	5585	7	4	1245	217	1823	0	65	0	0	25.83	Slope_of_Angle	828117.063	
9	8305	8237	8145	5584	19	10	1427	366	1740	0	47	0	0	25.83	Sum_Diff_Press	10264968.0	
10	8307	8220	8144	5584	44	23	1627	884	1654	0	57	7	0	25.83	Temp_Diff_Var	-2571.0	
11	8298	8190	8148	5585	84	49	1827	2810	1540	5672	231	245	0	25.83	F11	13819634.0	
12	8298	8192	8269	5585	139	91	2021	4980	1441	6880	468	543	0	25.83	F12	900.996	
13	8266	8179	8138	5586	225	151	2237	5039	1360	8244	643	808	0	25.83	F13	6789.5	
14	8334	8165	8079	5585	367	233	2497	4357	1247	9950	1703	1124	0	25.83	F14	23.0	
15	8333	8159	8138	5586	571	370	2812	4216	1186	16383	1476	3080	0	25.83	F15	24.0	
16	8303	8190	8179	5584	820	576	3164	4365	1122	15488	1350	3195	0	25.83	F16	25.0	
17	8281	8188	8175	5584	1107	835	3553	4525	1071	16381	1277	2211	0	25.83	F17	26.0	
18	8267	8209	8181	5586	1421	1133	3962	4760	1035	16381	1236	1701	0	25.83	F18	27.0	
19	8300	8237	8149	5583	1757	1463	4386	5167	998	16369	1218	1396	0	25.83			
20	8322	8248	8112	5583	2109	1816	4820	5928	961	16356	1208	1197	0	25.83			
21	8340	8225	8206	5583	2469	2186	5262	6538	970	16343	1155	1061	0	25.83			
22	8323	8204	8193	5595	2830	2556	5725	6191	1242	16339	2078	1004	0	25.83			
23	8335	8228	8158	5599	3189	2908	6224	4910	1509	16335	1699	965	0	25.83			
24	8324	8359	8159	5598	3550	3258	6754	3521	1558	16333	1497	932	0	25.83			
25	8373	8172	8234	5609	3918	3648	7274	3181	3351	16334	1179	905	0	25.83			
26	8202	8265	8038	5624	4290	4109	7775	3857	3236	16330	1302	882	0	25.83			
27	8311	8385	7988	5637	4655	4545	8255	3385	3285	16328	422	848	0	25.83			
28	8397	8175	8334	5649	5012	4928	8725	3590	3309	16320	550	816	0	25.83			
29	8158	8256	8012	5652	5364	5293	9194	3487	3377	16321	811	811	0	25.83			
30	8277	8269	8072	5665	5709	5652	9643	3081	3069	16319	904	810	0	25.83			
31	8329	8041	8271	5666	6043	5998	10086	2932	2713	16319	947	810	0	25.83			
32	8240	8112	8310	5677	6373	6339	10523	2623	2668	16316	944	807	0	25.83			
33	8137	8253	7920	5691	6696	6671	10944	2595	2474	16315	956	807	0	25.83			
34	8155	8145	8654	5707	7004	6996	11347	2608	2577	16302	868	798	0	25.83			
35	8166	8278	8294	5709	7307	7306	11715	2709	2652	16300	974	797	0	25.83			
36	8225	8340	8333	5719	7600	7611	12058	2715	2703	16297	1079	802	0	25.83			
37	8282	8186	8419	5730	7883	7905	12402	2786	2700	16287	935	802	0	25.83			
38	8348	8189	8363	5734	8154	8189	12754	2854	2702	16293	857	795	0	25.83			
39	8330	8251	8245	5747	8419	8465	13101	2899	2723	16289	953	795	0	25.83			
40	8370	8131	8432	5759	8670	8728	13434	2957	2753	16219	981	795	0	25.83			
41	8298	8267	8252	5760	8915	8979	13749	2978	2838	16231	1304	805	0	25.83			
42	8357	8252	8248	5772	9149	9222	14060	3043	2912	16242	1439	819	0	25.83			
43	8297	8224	8160	5787	9373	9452	14334	3113	2994	16218	1471	828	0	25.83			
44	8344	8221	8166	5799	9588	9680	14606	3174	3065	16267	1274	828	0	25.83			
45	8278	8247	8046	5800	9793	9887	14860	3237	3127	16221	1154	820	0	25.83			
46	8294	8226	8077	5813	9987	10088	15091	3284	3184	16132	1092	812	0	25.83			
47	8297	8240	7988	5827	10173	10282	15316	3348	3236	16067	1051	803	0	25.83			
48	8280	8250	7969	5835	10349	10462	15518	3403	3293	15981	1023	795	0	25.83			
49	8299	8203	7953	5843	10516	10635	15698	3452	3352	15835	1012	785	0	25.83			
50	8281	8215	7984	5856	10673	10799	15852	3495	3404	15722	980	774	0	25.83			
51	8287	8209	7983	5868	10821	10950	15982	3538	3437	15629	877	762	0	25.83			
52	8297	8245	8012	5882	10960	11091	16091	3561	3468	15430	838	749	0	25.83			
53	8296	8253	8001	5885	11089	11223	16188	3585	3482	15178	736	730	0	25.83			
54	8315	8228	8063	5896	11211	11345	16245	3599	3487	14950	622	712	0	25.83			
55	8300	8212	8089	5909	11325	11457	16295	3621	3466	14749	478	690	0	25.83			
56	8329	8179	8139	5911	11424	11557	16331	3607	3449	14473	518	670	0	25.83			
57	8324	8162	8204	5924	11517	11647	16356	3599	3404	14176	673	660	0	25.83			
58	8304	8218	8187	5938	11602	11732	16374	3573	3370	13986	750	651	0	25.83			
59	8312	8254	8154	5938	11676	11811	16383	3554	3342	13709	782	640	0	25.83			
60	8301	8193	8268	5953	11745	11882	16383	3560	3314	13416	799	630	0	25.83			
61	8314	8213	8273	5967	11805	11949	16383	3562	3285	13210	798	618	0	25.83			
62	8315	8253	8255	5965	11863	12008	16383	3583	3247	12901	792	603	0	25.83			
63	8311	8229	8273	5979	11913	12063	16383	3593	3210	12557	781	589	0	25.83			
64	8301	8252	8260	5993	11962	12115	16383	3599	3175	12227	781	574	0	25.83			
65	8306	8247	8244	5994	12004	12159	16383	3604	3143	11921	787	555	0	25.83			
66	8311	8214	8263	6006	12046	12202	16383	3610	3100	11523	785	538	0	25.83			
67	8296	8233	8224	6020	12097	12238	16383	3602	3065	11213	768	520	0	25.83			
68	8312	8235	8216	6019	12119	12268	16383	3606	3038	10833	747	497	0	25.83			
