Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8300	8227	8110	7361	0	0	117	672	2994	3582	4954	1820	0	24.41	Var_Accel1	1.601	4
2	8304	8232	8082	7365	0	0	229	1248	2586	0	2980	1138	0	24.41	Var_Accel2	3.231	5.000
3	8292	8233	8095	7364	0	0	370	1945	2361	0	1808	687	0	24.41	Var_Accel3	7.231	31.250
4	8307	8245	8097	7364	0	0	530	2568	2268	0	1119	391	0	24.41	Mean_of_PG1	5727.75	10.208
5	8310	8234	8109	7366	0	0	701	2969	2216	0	705	191	0	24.41	Mean_of_PG2	366.679	8.889
6	8325	8231	8153	7364	0	1	879	3352	2157	0	457	58	0	24.41	Var_of_PG1	14362.524	44.653
7	8298	8246	8157	7363	0	1	1062	3891	2078	0	310	3	0	24.41	Var_of_PG2	485970.188	25.000
8	8326	8226	8211	7362	0	2	1241	4478	1978	0	229	0	0	24.41	Slope_of_Angle	1045383.5	
9	8299	8229	8165	7362	1	3	1420	4930	1856	0	189	0	0	24.41	Sum_Diff_Press	13826137.0	
10	8316	8189	8221	7359	4	4	1601	5263	1709	0	179	0	0	24.41	Temp_Diff_Var	-2413.0	
11	8293	8190	8203	7362	13	8	1786	5585	1561	0	211	0	0	24.41	F11	15418441.0	
12	8303	8196	8180	7365	32	17	1984	5950	1428	0	264	4	0	24.41	F12	1014.346	
13	8284	8216	8138	7364	65	37	2182	6322	1317	6055	449	262	0	24.41	F13	7333.0	
14	8290	8226	8146	7362	114	72	2371	6700	1255	7313	660	578	0	24.41	F14	23.0	
15	8307	8228	8138	7360	182	124	2579	7104	1224	8794	819	866	0	24.41	F15	24.0	
16	8308	8222	8162	7366	300	197	2832	7464	1198	10486	993	1159	0	24.41	F16	25.0	
17	8300	8222	8161	7364	478	306	3147	7717	1188	16341	2012	3174	0	24.41	F17	26.0	
18	8309	8219	8180	7363	710	488	3498	7857	1145	15733	1753	3027	0	24.41	F18	27.0	
19	8307	8219	8176	7364	980	726	3875	7876	1112	16383	1589	2095	0	24.41			
20	8298	8232	8178	7371	1280	1007	4272	7709	1177	16380	1424	1630	0	24.41			
21	8296	8240	8166	7377	1603	1321	4682	6819	1423	16373	2272	1376	0	24.41			
22	8340	8229	8110	7378	1943	1661	5101	5253	1569	16365	1852	1209	0	24.41			
23	8246	8279	8288	7378	2296	2020	5532	3475	2612	16360	1584	1097	0	24.41			
