Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8302	8164	8139	8947	0	0	114	3645	743	3673	5767	2020	0	27.23	Var_Accel1	5.201	4
2	8307	8191	8161	8948	0	0	225	3111	915	0	3554	1274	0	27.23	Var_Accel2	15.092	15.000
3	8287	8265	8123	8947	0	0	364	2626	1216	0	2200	781	0	27.23	Var_Accel3	37.693	15.000
4	8322	8206	8154	8946	1	0	522	2317	1696	0	1375	455	0	27.23	Mean_of_PG1	331.366	0.000
5	8309	8270	8152	8946	1	1	691	2115	2264	0	869	239	0	27.23	Mean_of_PG2	5493.323	34.375
6	8294	8260	8164	8946	11	5	869	1996	2746	0	581	102	0	27.23	Var_of_PG1	12149.482	35.625
7	8303	8228	8162	8946	31	16	1051	1930	3122	0	428	54	0	27.23	Var_of_PG2	918838.688	25.000
8	8294	8201	8177	8947	65	36	1237	1879	3539	0	336	121	0	27.23	Slope_of_Angle	485335.25	
9	8284	8208	8168	8948	114	72	1429	1826	4086	5867	409	363	0	27.23	Sum_Diff_Press	24357968.0	
10	8308	8212	8177	8948	184	124	1636	1749	4648	7156	522	647	0	27.23	Temp_Diff_Var	2362.0	
11	8308	8169	8164	8950	304	196	1862	1654	5080	8659	670	934	0	27.23	F11	-14845786.0	
12	8309	8182	8151	8949	485	306	2141	1534	5453	10435	1600	1253	0	27.23	F12	1252.968	
13	8298	8186	8144	8949	720	487	2478	1421	5765	16330	1338	3336	0	27.23	F13	7300.0	
14	8287	8213	8130	8948	994	726	2854	1313	6105	15799	1203	3071	0	27.23	F14	23.0	
15	8291	8217	8134	8947	1299	1008	3259	1220	6453	16383	1118	2153	0	27.23	F15	24.0	
16	8307	8222	8141	8946	1628	1324	3685	1157	6789	16382	1062	1694	0	27.23	F16	25.0	
17	8307	8221	8150	8946	1975	1666	4121	1123	7090	16377	1021	1404	0	27.23	F17	26.0	
18	8300	8230	8152	8946	2335	2028	4565	1129	7314	16369	986	1209	0	27.23	F18	27.0	
19	8308	8230	8156	8947	2699	2400	5014	1257	7306	16358	589	1069	0	27.23			
20	8281	8201	8154	8947	3061	2762	5486	1459	6829	16345	319	972	0	27.23			
21	8307	8193	8143	8948	3422	3107	5999	1634	5614	16323	569	904	0	27.23			
22	8178	8119	8120	8947	3790	3473	6533	2573	3623	16296	733	860	0	27.23			
