Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8297	8159	8131	8946	0	0	114	4320	880	3731	5822	2051	0	27.07	Var_Accel1	7.415	3
2	8298	8182	8169	8948	0	1	223	3729	1075	0	3602	1290	0	27.07	Var_Accel2	18.234	5.000
3	8275	8274	8120	8948	0	1	364	3141	1435	0	2246	791	0	27.07	Var_Accel3	52.641	15.000
4	8324	8199	8154	8949	0	1	519	2739	2032	0	1412	461	0	27.07	Mean_of_PG1	332.843	0.000
5	8326	8277	8165	8947	0	3	689	2471	2693	0	895	240	0	27.07	Mean_of_PG2	6413.488	45.000
6	8297	8279	8169	8947	7	7	870	2319	3265	0	593	102	0	27.07	Var_of_PG1	12445.808	35.000
7	8304	8234	8169	8949	23	14	1049	2242	3713	0	435	36	0	27.07	Var_of_PG2	1070360.25	25.000
8	8291	8197	8187	8946	52	31	1236	2170	4191	0	347	79	0	27.07	Slope_of_Angle	587836.875	
9	8280	8204	8173	8949	96	61	1427	2101	4803	5351	408	306	0	27.07	Sum_Diff_Press	22139668.0	
10	8293	8191	8172	8948	157	107	1626	2013	5425	6747	524	592	0	27.07	Temp_Diff_Var	2150.0	
11	8317	8164	8177	8949	256	171	1846	1903	5935	8196	630	862	0	27.07	F11	-17487936.0	
12	8305	8179	8157	8949	416	263	2107	1769	6389	9915	1632	1165	0	27.07	F12	1724.68	
13	8293	8192	8138	8949	634	419	2436	1633	6794	16383	1362	3150	0	27.07	F13	8383.0	
14	8294	8203	8137	8948	895	640	2795	1502	7172	15330	1213	3253	0	27.07	F14	23.0	
15	8287	8229	8124	8947	1191	908	3193	1393	7555	16375	1124	2262	0	27.07	F15	24.0	
16	8309	8220	8140	8948	1513	1214	3612	1322	7902	16381	1071	1732	0	27.07	F16	25.0	
17	8312	8219	8148	8947	1855	1549	4044	1300	8203	16375	1029	1428	0	27.07	F17	26.0	
18	8307	8234	8149	8950	2210	1904	4483	1412	8292	16364	829	1221	0	27.07	F18	27.0	
19	8286	8207	8145	8949	2576	2275	4931	1683	7757	16355	260	1074	0	27.07			
20	8360	8222	8108	8947	2939	2644	5395	1951	6154	16334	546	968	0	27.07			
21	8149	8205	8232	8949	3301	2993	5898	3283	3982	16306	748	902	0	27.07			
22	8504	7980	8526	8935	3665	3347	6429	3486	4896	16282	839	859	0	27.07			
