Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8311	8158	8143	4626	0	0	114	486	3841	3886	4893	1613	0	26.84	Var_Accel1	4.667	3
2	8289	8211	8164	4625	0	0	224	798	3172	0	2956	1029	0	26.84	Var_Accel2	9.879	5.000
3	8280	8229	8147	4627	0	1	364	1446	2659	0	1787	624	0	26.84	Var_Accel3	78.554	15.000
4	8281	8206	8166	4624	0	2	520	2148	2373	0	1099	349	0	26.84	Mean_of_PG1	5932.704	0.000
5	8301	8227	8179	4626	0	3	692	2732	2249	0	699	164	0	26.84	Mean_of_PG2	353.549	40.000
6	8304	8232	8181	4623	0	5	869	3199	2186	0	472	43	0	26.84	Var_of_PG1	13768.348	40.000
7	8321	8234	8181	4626	12	11	1049	3658	2136	0	371	2	0	26.84	Var_of_PG2	478182.094	25.000
8	8322	8235	8165	4626	35	23	1240	4235	2071	0	342	6	0	26.84	Slope_of_Angle	1048249.625	
9	8306	8223	8161	4624	72	48	1428	4830	1978	1735	375	136	0	26.84	Sum_Diff_Press	4063062.5	
10	8284	8217	8160	4624	127	88	1624	5355	1868	6177	524	402	0	26.84	Temp_Diff_Var	-2255.0	
11	8262	8201	8147	4624	206	146	1839	5772	1737	7460	683	683	0	26.84	F11	16045649.0	
12	8299	8217	8167	4624	338	225	2082	6109	1570	9047	1256	984	0	26.84	F12	1312.346	
13	8307	8200	8147	4627	532	351	2378	6462	1452	11217	1679	1418	0	26.84	F13	7826.0	
14	8320	8194	8148	4625	777	550	2728	6890	1314	16021	1512	3504	0	26.84	F14	23.0	
15	8313	8191	8156	4623	1060	806	3117	7317	1224	16293	1445	2751	0	26.84	F15	24.0	
16	8296	8196	8160	4624	1372	1101	3527	7692	1178	16381	1402	1993	0	26.84	F16	25.0	
17	8292	8213	8157	4625	1706	1428	3955	7979	1186	16370	1343	1581	0	26.84	F17	26.0	
18	8294	8225	8152	4630	2057	1781	4389	8101	1287	16359	1442	1317	0	26.84	F18	27.0	
19	8295	8245	8144	4634	2418	2151	4832	7890	1470	16358	2166	1179	0	26.84			
20	8330	8276	8094	4637	2780	2523	5291	6734	1720	16353	1818	1079	0	26.84			
21	8425	8213	7744	4641	3140	2878	5774	4693	2128	16346	1591	1005	0	26.84			
22	8148	8190	8370	4649	3500	3229	6301	4115	3253	16335	1378	949	0	26.84			
23	8239	8258	8152	4652	3871	3614	6831	4209	3747	16318	1279	903	0	26.84			
24	8099	8312	8150	4666	4245	4069	7342	4230	3830	16306	1259	873	0	26.84			
25	8045	8226	8277	4679	4613	4520	7833	4317	3466	16277	378	833	0	26.84			
26	8205	8128	8017	4693	4975	4907	8310	3946	3450	16119	666	801	0	26.84			
27	8059	8302	8009	4706	5330	5276	8780	3841	3258	16103	814	785	0	26.84			
28	8377	8025	8391	4717	5677	5638	9241	3425	3067	16207	898	784	0	26.84			
29	8219	8348	8241	4733	6020	5989	9696	3176	2820	16233	942	792	0	26.84			
30	8234	8129	8476	4745	6349	6332	10141	2998	2635	16244	966	799	0	26.84			
31	8373	8191	8478	4760	6673	6667	10575	2935	2536	16263	959	808	0	26.84			
32	8315	8203	8523	4763	6987	6994	11001	2950	2531	16275	943	810	0	26.84			
33	8404	8167	8556	4774	7292	7308	11389	3016	2600	16289	919	810	0	26.84			
