Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8310	8146	8139	4627	0	0	114	378	4406	3942	4950	1680	0	27.26	Var_Accel1	6.41	3
2	8281	8212	8146	4630	0	1	223	565	3723	0	2990	1072	0	27.26	Var_Accel2	11.382	0.000
3	8277	8233	8140	4629	0	1	361	1193	3134	0	1804	647	0	27.26	Var_Accel3	75.255	15.000
4	8296	8188	8168	4629	0	2	518	2142	2764	0	1114	364	0	27.26	Mean_of_PG1	6476.947	0.000
5	8292	8229	8176	4628	1	4	686	2865	2566	0	724	172	0	27.26	Mean_of_PG2	365.885	45.000
6	8290	8236	8180	4628	13	9	862	3354	2465	0	526	57	0	27.26	Var_of_PG1	13834.266	40.000
7	8314	8225	8185	4630	34	22	1045	3829	2402	0	431	28	0	27.26	Var_of_PG2	543051.625	25.000
8	8324	8238	8172	4630	71	45	1232	4440	2327	0	384	108	0	27.26	Slope_of_Angle	1222472.5	
9	8315	8216	8167	4628	123	84	1425	5079	2224	5814	500	351	0	27.26	Sum_Diff_Press	3520736.75	
10	8296	8219	8168	4628	199	141	1639	5645	2118	7084	655	627	0	27.26	Temp_Diff_Var	-2130.0	
11	8269	8211	8158	4630	323	218	1867	6055	1954	8556	915	920	0	27.26	F11	17575416.0	
12	8278	8199	8153	4631	512	338	2153	6439	1808	10390	1775	1251	0	27.26	F12	1761.324	
13	8304	8199	8147	4629	752	532	2496	6857	1627	16300	1563	3376	0	27.26	F13	8462.5	
14	8316	8200	8144	4629	1031	782	2878	7328	1481	16110	1478	2952	0	27.26	F14	23.0	
15	8313	8197	8153	4630	1339	1073	3286	7813	1381	16383	1437	2092	0	27.26	F15	24.0	
16	8296	8199	8160	4629	1670	1397	3713	8249	1320	16377	1414	1650	0	27.26	F16	25.0	
17	8293	8210	8157	4632	2017	1745	4149	8583	1309	16367	1373	1362	0	27.26	F17	26.0	
18	8296	8213	8156	4637	2375	2113	4593	8751	1359	16357	1314	1170	0	27.26	F18	27.0	
19	8293	8233	8145	4638	2735	2484	5045	8647	1579	16353	2192	1073	0	27.26			
20	8290	8272	8153	4639	3092	2839	5519	7553	1818	16346	1900	1007	0	27.26			
21	8329	8255	7827	4649	3450	3185	6036	5334	2175	16334	1659	955	0	27.26			
