Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8302	8132	8122	8949	0	0	114	4401	783	2987	5903	2152	0	27.34	Var_Accel1	5.924	3
2	8300	8188	8171	8948	0	0	223	3833	947	0	3641	1349	0	27.34	Var_Accel2	16.085	5.000
3	8266	8277	8121	8947	0	0	360	3265	1262	0	2274	836	0	27.34	Var_Accel3	70.569	15.000
4	8331	8174	8153	8947	0	1	518	2868	1803	0	1439	502	0	27.34	Mean_of_PG1	344.745	0.000
5	8322	8287	8167	8948	2	4	684	2567	2460	0	928	282	0	27.34	Mean_of_PG2	6383.275	44.375
6	8294	8281	8163	8949	15	9	861	2379	3076	0	639	154	0	27.34	Var_of_PG1	12558.873	35.625
7	8310	8224	8156	8948	40	22	1044	2273	3550	0	473	127	0	27.34	Var_of_PG2	1134551.125	25.000
8	8292	8199	8182	8948	78	46	1232	2207	3990	2068	427	254	0	27.34	Slope_of_Angle	591420.438	
9	8277	8213	8171	8948	133	85	1425	2148	4566	6377	507	504	0	27.34	Sum_Diff_Press	21156960.0	
10	8287	8182	8165	8949	217	142	1638	2073	5178	7689	606	760	0	27.34	Temp_Diff_Var	2199.0	
11	8325	8175	8183	8951	353	219	1880	1954	5692	9315	1075	1045	0	27.34	F11	-17366816.0	
12	8301	8191	8149	8949	550	343	2172	1814	6148	11257	1536	1422	0	27.34	F12	1434.492	
13	8302	8190	8144	8951	796	539	2520	1675	6536	16043	1309	3502	0	27.34	F13	8312.5	
14	8295	8203	8138	8950	1080	788	2907	1541	6942	16200	1195	2852	0	27.34	F14	23.0	
15	8291	8229	8133	8950	1390	1077	3318	1423	7343	16382	1118	2042	0	27.34	F15	24.0	
16	8309	8223	8141	8949	1722	1397	3745	1332	7708	16364	1065	1613	0	27.34	F16	25.0	
17	8307	8221	8146	8949	2071	1743	4183	1286	8029	16333	1025	1338	0	27.34	F17	26.0	
18	8298	8225	8146	8949	2431	2106	4625	1279	8276	16300	991	1159	0	27.34	F18	27.0	
19	8302	8216	8149	8949	2792	2475	5078	1450	8207	16259	358	1029	0	27.34			
20	8288	8201	8136	8947	3150	2830	5555	1728	7479	16248	420	951	0	27.34			
21	8497	8222	8062	8949	3509	3172	6076	1904	5780	16238	634	902	0	27.34			
22	8281	8246	7989	8948	3877	3544	6608	3359	3906	16232	902	868	0	27.34			
