Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8307	8159	8144	4626	0	0	114	424	3661	3398	4883	1588	0	27.06	Var_Accel1	4.686	3
2	8286	8213	8160	4625	0	2	223	679	3030	0	2942	995	0	27.06	Var_Accel2	9.664	5.000
3	8285	8228	8146	4624	0	0	362	1311	2539	0	1777	594	0	27.06	Var_Accel3	72.259	15.000
4	8283	8204	8169	4624	0	0	519	2036	2262	0	1093	326	0	27.06	Mean_of_PG1	5698.995	0.000
5	8300	8227	8174	4625	0	0	688	2580	2140	0	697	149	0	27.06	Mean_of_PG2	352.156	40.000
6	8303	8230	8179	4624	5	4	867	3032	2079	0	482	41	0	27.06	Var_of_PG1	13773.676	40.000
7	8318	8232	8181	4624	21	11	1051	3480	2030	0	383	11	0	27.06	Var_of_PG2	460542.125	25.000
8	8318	8233	8164	4625	50	28	1238	4013	1971	0	350	52	0	27.06	Slope_of_Angle	1008391.813	
9	8308	8221	8159	4625	95	59	1427	4611	1887	5384	460	287	0	27.06	Sum_Diff_Press	4594405.0	
10	8284	8215	8158	4625	157	106	1627	5103	1790	6638	617	575	0	27.06	Temp_Diff_Var	-2306.0	
11	8270	8208	8152	4624	254	172	1847	5488	1665	8047	762	841	0	27.06	F11	15377509.0	
12	8279	8198	8146	4625	415	263	2106	5797	1547	9737	1801	1141	0	27.06	F12	1262.917	
13	8302	8195	8140	4628	635	423	2434	6174	1391	16383	1563	3115	0	27.06	F13	7549.5	
14	8320	8196	8145	4625	896	646	2793	6562	1268	15463	1453	3233	0	27.06	F14	23.0	
15	8314	8192	8156	4627	1192	919	3190	6993	1179	16379	1398	2239	0	27.06	F15	24.0	
16	8295	8198	8159	4626	1514	1227	3609	7368	1136	16380	1365	1708	0	27.06	F16	25.0	
17	8291	8214	8156	4628	1856	1567	4042	7668	1137	16361	1313	1385	0	27.06	F17	26.0	
18	8294	8225	8151	4629	2212	1926	4482	7814	1224	16332	1362	1175	0	27.06	F18	27.0	
