Time	Accel_1	Accel_2	Accel_3	Angle	Temp_1	Temp_2	Temp_3	PG_1	PG_2	PG_3	Lim_2	Lim_3	Lim_1	Internal_Temp	F_Names	F_Values	Prediction
1	8311	8146	8143	4629	0	0	113	192	4169	3618	4969	1724	0	27.36	Var_Accel1	7.51	3
2	8274	8220	8142	4629	0	1	221	260	3498	0	2991	1104	0	27.36	Var_Accel2	9.863	0.000
3	8279	8237	8144	4628	0	0	358	447	2945	0	1792	681	0	27.36	Var_Accel3	47.348	15.000
4	8299	8209	8166	4631	0	0	516	1399	2606	0	1090	402	0	27.36	Mean_of_PG1	6211.212	0.000
5	8291	8217	8162	4629	3	2	684	2764	2438	0	709	213	0	27.36	Mean_of_PG2	368.47	50.000
6	8278	8216	8192	4629	16	7	859	3319	2347	0	521	101	0	27.36	Var_of_PG1	13767.734	35.000
7	8285	8233	8186	4629	40	20	1044	3471	2285	0	424	85	0	27.36	Var_of_PG2	533352.313	25.000
8	8325	8228	8170	4632	80	45	1231	4025	2214	1752	418	208	0	27.36	Slope_of_Angle	1175841.25	
9	8340	8202	8182	4632	136	86	1424	4754	2122	6268	541	451	0	27.36	Sum_Diff_Press	4398628.0	
10	8295	8200	8159	4629	218	145	1638	5278	2017	7484	689	704	0	27.36	Temp_Diff_Var	-2219.0	
11	8272	8213	8167	4630	357	224	1886	5678	1858	9002	1483	991	0	27.36	F11	16803724.0	
12	8264	8193	8153	4631	556	353	2179	5864	1727	11022	1567	1391	0	27.36	F12	1375.889	
13	8308	8201	8147	4640	805	553	2529	6229	1559	16128	1431	3477	0	27.36	F13	8104.0	
14	8322	8213	8138	4639	1089	809	2917	6692	1418	16309	1384	2777	0	27.36	F14	23.0	
15	8322	8209	8151	4636	1400	1103	3330	7207	1314	16378	1364	2007	0	27.36	F15	24.0	
16	8289	8212	8158	4638	1734	1429	3758	7695	1252	16359	1357	1585	0	27.36	F16	25.0	
17	8288	8218	8159	4639	2083	1778	4197	8143	1228	16340	1336	1317	0	27.36	F17	26.0	
18	8294	8209	8161	4639	2441	2145	4640	8397	1239	16331	1306	1147	0	27.36	F18	27.0	
19	8295	8224	8138	4640	2798	2514	5093	8434	1328	16331	1471	1043	0	27.36			
20	8294	8224	8146	4640	3156	2864	5573	8098	1516	16345	2148	1003	0	27.36			
21	8296	8276	8107	4639	3513	3211	6097	6785	1753	16353	1807	971	0	27.36			
22	8508	8223	7504	4649	3880	3592	6626	4540	2250	16358	1589	944	0	27.36			
23	8281	8177	8122	4652	4247	4043	7138	4167	3298	16361	1175	911	0	27.36			
24	8256	8182	8142	4653	4612	4490	7631	4490	3636	16360	539	869	0	27.36			
25	8229	8220	8673	4670	4968	4872	8109	3728	4100	16353	1386	851	0	27.36			
26	8306	8317	7883	4690	5318	5236	8577	4198	3798	16349	891	832	0	27.36			
27	8496	8071	8221	4706	5659	5589	9040	3977	3621	16259	723	812	0	27.36			
28	8195	8160	8224	4720	5995	5938	9495	3688	3417	16039	876	793	0	27.36			
29	8286	8106	7880	4734	6322	6276	9938	3439	3173	15615	922	772	0	27.36			
30	8230	8208	8136	4747	6639	6607	10373	3220	2956	15332	941	757	0	27.36			
31	8113	8257	8012	4761	6949	6928	10799	3063	2774	15166	940	744	0	27.36			
32	8345	8026	8145	4763	7249	7241	11202	2985	2708	15205	930	736	0	27.36			
33	8301	8262	8180	4776	7541	7542	11579	3034	2705	15452	892	735	0	27.36			
34	8263	8203	8162	4789	7826	7834	11925	3119	2800	16012	990	749	0	27.36			
35	8292	8199	8287	4789	8093	8117	12266	3201	2891	16284	1258	784	0	27.36			
36	8246	8294	8292	4801	8355	8400	12612	3293	2951	16306	1259	810	0	27.36			
37	8331	8288	8312	4809	8608	8655	12954	3417	3030	16326	1353	830	0	27.36			
38	8314	8289	8273	4814	8851	8906	13291	3534	3104	16338	1352	841	0	27.36			
39	8275	8237	8286	4829	9086	9149	13610	3590	3188	16347	1270	842	0	27.36			
40	8281	8255	8215	4842	9307	9381	13913	3627	3253	16348	1175	836	0	27.36			
41	8322	8190	8233	4855	9522	9604	14200	3661	3309	16346	1066	825	0	27.36			
42	8362	8237	8179	4864	9728	9816	14474	3695	3340	16322	975	811	0	27.36			
43	8336	8186	8191	4872	9921	10019	14731	3736	3402	16053	1059	793	0	27.36			
44	8309	8199	8183	4884	10104	10211	14971	3811	3475	15514	1087	773	0	27.36			
45	8294	8238	8143	4896	10284	10394	15194	3893	3578	14787	1032	744	0	27.36			
46	8252	8227	8149	4908	10451	10567	15406	3980	3685	13792	991	702	0	27.36			
47	8297	8207	8117	4924	10616	10732	15592	4056	3767	12878	916	658	0	27.36			
48	8279	8206	8063	4937	10760	10887	15767	4096	3837	11862	890	611	0	27.36			
49	8270	8232	8016	4951	10898	11029	15906	4145	3877	11166	724	566	0	27.36			
50	8289	8188	8035	4965	11031	11166	16020	4178	3912	10681	629	524	0	27.36			
51	8293	8190	8040	4977	11151	11288	16117	4210	3940	10477	583	495	0	27.36			
52	8310	8161	8071	4982	11265	11401	16194	4242	3950	10702	470	478	0	27.36			
53	8331	8163	8090	4993	11369	11504	16257	4257	3946	11105	369	472	0	27.36			
54	8315	8197	8106	5005	11467	11599	16304	4253	3940	11738	373	479	0	27.36			
55	8287	8198	8137	5021	11551	11685	16334	4236	3921	12264	537	497	0	27.36			
56	8271	8221	8142	5033	11630	11764	16357	4213	3914	12860	637	522	0	27.36			
57	8270	8228	8153	5042	11700	11838	16374	4208	3915	13344	714	545	0	27.36			
58	8289	8229	8149	5049	11764	11906	16383	4209	3926	13542	766	564	0	27.36			
59	8303	8209	8168	5063	11826	11969	16383	4214	3929	13582	797	577	0	27.36			
60	8311	8210	8182	5075	11875	12023	16383	4202	3922	13224	809	576	0	27.36			
61	8307	8201	8213	5088	11924	12082	16383	4190	3919	12841	808	567	0	27.36			
62	8307	8223	8222	5100	11970	12126	16383	4168	3915	12209	803	549	0	27.36			
63	8311	8227	8235	5112	12010	12167	16383	4164	3898	11534	802	527	0	27.36			
64	8307	8250	8238	5123	12049	12203	16383	4144	3884	10816	781	501	0	27.36			
65	8300	8255	8242	5129	12087	12237	16383	4131	3868	10199	752	473	0	27.36			
66	8290	8246	8238	5142	12113	12266	16383	4113	3853	9836	719	448	0	27.36			
67	8286	8242	8223	5154	12146	12288	16383	4100	3838	9653	693	431	0	27.36			
68	8296	8219	8212	5170	12165	12307	16383	4086	3823	9809	680	427	0	27.36			
69	8299	8203	8194	5186	12193	12321	16383	4070	3809	10210	680	432	0	27.36			
70	8299	8191	8169	5196	12213	12341	16383	4059	3797	10800	703	447	0	27.36			
71	8305	8173	8166	5202	12235	12348	16383	4060	3798	11473	725	467	0	27.36			
72	8297	8185	8150	5210	12254	12356	16383	4060	3808	11973	763	487	0	27.36			
73	8289	8183	8138	5225	12272	12364	16383	4071	3811	12516	763	514	0	27.36			
74	8289	8210	8114	5238	12281	12372	16383	4066	3810	12792	771	532	0	27.36			
75	8287	8220	8101	5250	12294	12376	16383	4063	3803	12872	781	544	0	27.36			
76	8284	8233	8091	5265	12305	12387	16383	4048	3792	12699	785	545	0	27.36			
77	8295	8220	8093	5278	12313	12392	16383	4026	3780	12192	787	534	0	27.36			
78	8304	8214	8091	5282	12330	12399	16383	4025	3765	11603	789	516	0	27.36			
79	8308	8206	8098	5293	12330	12401	16383	3998	3755	10758	772	487	0	27.36			
80	8308	8206	8101	5305	12345	12411	16383	3995	3758	10042	738	456	0	27.36			
81	8302	8208	8104	5318	12348	12410	16383	4004	3751	9361	706	424	0	27.36			
82	8292	8218	8111	5331	12359	12417	16383	4003	3758	8791	665	395	0	27.36			
83	8288	8218	8124	5347	12352	12417	16383	4002	3754	8519	607	373	0	27.36			
84	8288	8214	8145	5360	12356	12420	16383	3999	3762	8364	582	355	0	27.36			
85	8297	8222	8158	5367	12360	12422	16383	4007	3757	8566	571	350	0	27.36			
86	8298	8228	8174	5373	12363	12427	16383	3997	3750	8908	573	353	0	27.36			
87	8301	8232	8179	5387	12364	12428	16383	3984	3738	9418	590	367	0	27.36			
88	8303	8231	8192	5401	12365	12428	16383	3979	3730	9948	615	384	0	27.36			
89	8305	8238	8190	5413	12367	12431	16383	3979	3731	10409	644	403	0	27.36			
90	8307	8242	8188	5429	12369	12433	16383	3977	3731	10832	678	422	0	27.36			
91	8300	8231	8193	5441	12371	12432	16383	3974	3731	10967	691	435	0	27.36			
92	8294	8220	8192	5453	12371	12432	16383	3968	3736	10937	713	440	0	27.36			
93	8289	8214	8203	5463	12373	12434	16383	3980	3737	10516	721	431	0	27.36			
94	8293	8196	8206	5472	12375	12435	16383	3974	3743	9903	686	414	0	27.36			
95	8292	8185	8208	5483	12383	12437	16383	3988	3749	9195	659	390	0	27.36			
96	8300	8184	8206	5494	12374	12435	16383	3987	3755	8316	618	356	0	27.36			
97	8294	8189	8191	5508	12372	12434	16377	3992	3757	7593	586	322	0	27.36			
98	8293	8202	8173	5522	12373	12435	16370	3989	3760	6853	545	287	0	27.36			
99	8293	8206	8150	5538	12373	12436	16365	3996	3765	6310	500	255	0	27.36			
100	8297	8210	8136	5549	12372	12435	16354	3994	3769	5978	468	230	0	27.36			
101	8296	8208	8127	5561	12371	12434	16348	3996	3769	5914	434	214	0	27.36			
102	8291	8211	8124	5570	12373	12437	16347	3997	3771	6237	419	211	0	27.36			
103	8293	8211	8116	5579	12374	12435	16344	3999	3772	6684	430	218	0	27.36			
104	8296	8220	8117	5591	12372	12433	16338	4002	3779	7400	455	238	0	27.36			
105	8303	8227	8116	5607	12374	12437	16342	4012	3785	8036	492	260	0	27.36			
106	8300	8238	8106	5619	12373	12436	16338	4011	3791	8663	515	286	0	27.36			
107	8301	8236	8115	5631	12374	12438	16338	4014	3788	9131	545	310	0	27.36			
108	8300	8233	8120	5644	12373	12436	16335	4010	3789	9310	566	326	0	27.36			
109	8297	8230	8124	5650	12371	12433	16333	4013	3793	9340	622	337	0	27.36			
110	8300	8215	8133	5660	12372	12436	16333	4019	3791	8946	578	330	0	27.36			
111	8299	8209	8145	5673	12371	12436	16332	4010	3795	8438	578	318	0	27.36			
112	8293	8206	8152	5687	12373	12436	16333	4003	3791	7699	554	295	0	27.36			
113	8297	8204	8171	5701	12372	12438	16333	4006	3791	6853	517	265	0	27.36			
114	8293	8216	8176	5714	12374	12437	16332	4005	3788	6116	484	232	0	27.36			
115	8299	8221	8178	5727	12372	12436	16330	4009	3792	5432	434	199	0	27.36			
116	8298	8224	8184	5738	12371	12435	16329	4010	3804	5092	391	171	0	27.36			
117	8296	8229	8181	5745	12373	12446	16332	4021	3800	4862	355	148	0	27.36			
118	8301	8218	8186	5755	12373	12437	16330	4006	3794	5076	338	141	0	27.36			
119	8299	8209	8183	5768	12372	12446	16331	4005	3790	5516	358	146	0	27.36			
120	8298	8199	8189	5783	12371	12439	16330	4008	3791	6181	358	163	0	27.36			
121	8293	8195	8189	5796	12374	12434	16331	3999	3791	6970	400	191	0	27.36			
122	8292	8196	8183	5809	12372	12436	16332	3999	3782	7640	437	222	0	27.36			
123	8295	8198	8185	5817	12371	12437	16330	3991	3789	8248	481	251	0	27.36			
124	8296	8209	8177	5826	12374	12438	16331	3995	3787	8563	502	273	0	27.36			
125	8294	8209	8176	5836	12371	12438	16330	3993	3795	8643	520	289	0	27.36			
126	8297	8221	8157	5850	12373	12434	16329	4004	3795	8452	533	293	0	27.36			
127	8300	8212	8167	5865	12371	12436	16329	4001	3793	7890	533	282	0	27.36			
128	8299	8216	8149	5878	12373	12437	16330	3990	3795	7195	521	263	0	27.36			
129	8294	8210	8135	5890	12373	12438	16330	3994	3794	6230	489	229	0	27.36			
130	8302	8209	8138	5904	12374	12438	16329	3993	3790	5374	442	193	0	27.36			
131	8296	8219	8120	5911	12373	12435	16330	3990	3792	4531	374	151	0	27.36			
132	8293	8220	8114	5926	12373	12437	16331	3992	3797	3854	324	111	0	27.36			
133	8302	8222	8120	5933	12373	12437	16330	3996	3792	3495	285	80	0	27.36			
134	8299	8238	8117	5948	12373	12438	16330	3985	3788	3378	263	57	0	27.36			
135	8300	8234	8114	5958	12373	12439	16330	3984	3787	3707	250	53	0	27.36			
136	8307	8222	8125	5974	12373	12439	16331	3986	3794	4223	241	60	0	27.36			
137	8296	8230	8125	5986	12373	12439	16331	3994	3788	4963	272	82	0	27.36			
138	8299	8218	8132	5998	12374	12437	16331	3983	3793	5778	286	112	0	27.36			
139	8293	8207	8140	6007	12374	12442	16332	3987	3789	6459	334	141	0	27.36			
140	8293	8207	8145	6016	12375	12440	16332	3993	3790	7049	384	172	0	27.36			
141	8294	8204	8161	6027	12374	12442	16332	3994	3799	7344	425	198	0	27.36			
142	8289	8203	8166	6042	12379	12440	16333	3996	3802	7458	457	214	0	27.36			
143	8296	8200	8178	6053	12375	12448	16333	4000	3803	7192	471	217	0	27.36			
144	8297	8211	8187	6067	12385	12441	16333	3997	3814	6690	467	207	0	27.36			
145	8293	8216	8185	6082	12372	12441	16332	4007	3807	6016	447	187	0	27.36			
146	8302	8211	8190	6094	12374	12440	16331	4011	3807	5210	400	159	0	27.36			
147	8296	8213	8188	6100	12377	12447	16331	3995	3808	4574	358	129	0	27.36			
148	8296	8215	8184	6110	12376	12441	16332	3994	3802	3861	313	92	0	27.36			
149	8296	8210	8186	6123	12375	12442	16333	3996	3808	3428	275	64	0	27.36			
150	8297	8220	8177	6137	12382	12447	16332	4006	3819	3241	256	43	0	27.36			
151	8297	8219	8175	6149	12376	12439	16332	4008	3816	3317	227	32	0	27.36			
152	8303	8219	8170	6163	12375	12440	16332	4004	3816	3745	221	36	0	27.36			
153	8299	8221	8170	6177	12375	12440	16330	3996	3817	4328	230	50	0	27.36			
154	8300	8225	8154	6191	12372	12440	16329	3999	3816	5141	254	77	0	27.36			
155	8295	8222	8152	6201	12375	12440	16330	4003	3812	5895	300	109	0	27.36			
156	8293	8223	8139	6210	12375	12440	16330	4002	3802	6589	349	144	0	27.36			
157	8294	8208	8132	6217	12375	12441	16332	3997	3806	7106	393	173	0	27.36			
158	8295	8210	8133	6231	12377	12440	16333	3998	3806	7334	431	197	0	27.36			
159	8289	8208	8134	6245	12376	12440	16332	3995	3804	7375	459	212	0	27.36			
160	8295	8209	8133	6259	12376	12441	16331	3993	3803	7014	468	209	0	27.36			
161	8297	8208	8133	6272	12374	12442	16331	3989	3808	6563	454	200	0	27.36			
162	8298	8216	8130	6286	12376	12443	16333	3996	3809	5830	447	178	0	27.36			
163	8300	8215	8140	6294	12376	12443	16334	3990	3811	5100	384	150	0	27.36			
164	8300	8219	8139	6302	12376	12441	16332	3991	3803	4453	349	119	0	27.36			
165	8299	8221	8148	6315	12376	12442	16333	3986	3806	3869	302	87	0	27.36			
166	8302	8213	8148	6327	12376	12444	16333	3995	3807	3640	276	66	0	27.36			
167	8299	8213	8158	6341	12376	12442	16332	3993	3804	3613	251	52	0	27.36			
168	8294	8206	8162	6356	12377	12443	16333	3986	3799	3934	246	52	0	27.36			
